CLASE SINIESTRO,CANTIDAD DE VEHICULOS DAÑADOS,DEPARTAMENTO,ZONA,TIPO DE VÍA,RED VIAL,COORDENADAS LATITUD,COORDENADAS  LONGITUD,CONDICIÓN CLIMÁTICA,ZONIFICACIÓN,CARACTERÍSTICAS DE VÍA,PERFIL LONGITUDINAL VÍA,SUPERFICIE DE CALZADA,¿EXISTE SEÑAL VERTICAL?,¿EXISTE SEÑAL HORIZONTAL?,CAUSA FACTOR PRINCIPAL,AÑO,MES,DIA_SEMANA,ES_FIN_SEMANA,HORA_NUM,FRANJA_HORARIA,REGION_NATURAL,MTC_RVN_LONGITUD_KM,MTC_RVN_N_CARRILES_MEDIANA,MTC_RVN_SUPERFICIE_DOMINANTE,MTC_RVN_ESTADO_DOMINANTE,MTC_RVN_ES_CONCESIONADA,MTC_RVN_CONCESION_PRINCIPAL,MTC_RVN_CORREDOR_LOGISTICO,MTC_RVN_N_TRAMOS,IDH_2019,IDH_ESP_VIDA_2019,IDH_EDUC_SECUND_PCT_2019,IDH_ANIOS_EDUC_2019,IDH_INGRESO_PERCAP_2019,IDH_POBLACION_2019,MTC_DEP_RED_TOTAL_KM,MTC_DEP_NACIONAL_TOTAL_KM,MTC_DEP_DEPARTAMENTAL_TOTAL_KM,MTC_DEP_VECINAL_TOTAL_KM,MTC_DEP_PAV_TOTAL_KM,MTC_DEP_NO_PAV_TOTAL_KM,MTC_DEP_PCT_PAVIMENTADA,CATEGORIA_SEVERIDAD,CATEGORIA_SEVERIDAD_ENC
3,2,13,0,4,1,-6.4166449,-79.8325378,0,4,7,1,2,2,2,0,2021,6,6,1,19,2,0,1305.18,2.0,2,0,1.0,1,20,163.0,0.5059173540051534,75.20849370321716,65.55087882905781,7.516301845742602,777.5523013576318,18529.839400428264,3459.691,515.0619999999999,689.7280000000001,2254.901,703.3549999999999,2756.336,20.329994788551925,LEVE,2
1,1,12,0,4,1,-8.042738,-79.084645,0,4,7,1,2,2,2,0,2021,6,6,1,20,2,0,6543.555,3.0,2,0,1.0,0,30,1475.0,0.583006771156836,78.2441938961209,62.24037484511178,8.807312392374042,1028.2282118265089,76607.295503212,8931.828000000005,1335.5899999999997,1935.9830000000004,5660.255000000005,1219.309,7712.519000000005,13.651281686122925,LEVE,2
3,2,5,2,4,2,-5.665668,-78.680329,0,3,1,1,4,2,2,0,2021,6,6,1,23,2,2,6543.555,2.0,4,4,1.0,14,33,1198.0,0.4823525101155781,74.68609013731242,51.19107770858362,5.880567124588062,905.9911705096852,13071.734475374731,15935.565011852366,1733.9250000199986,935.692,13265.948011832368,2000.1670000199988,13935.398011832369,12.551591352627522,LEVE,2
3,1,19,0,4,2,-4.984016797586359,-80.61351827767209,0,4,7,1,7,2,2,0,2021,6,0,0,5,0,0,6543.555,2.0,4,4,1.0,14,33,1198.0,0.459857589992435,80.72202071327797,50.86886521100652,5.65389066385764,729.6720832259953,125429.93361884369,8965.846000060003,1782.4120000599992,636.9959999999999,6546.438000000004,2214.505000059999,6751.341000000004,24.699342371541725,LEVE,2
1,0,14,2,4,1,-12.25263,-76.92798,0,2,7,1,2,2,2,0,2021,6,0,0,5,0,0,6639.975,2.0,2,0,1.0,9,31,1616.0,0.6909236767275176,78.41626133969348,70.97436336767564,9.826485374940413,1476.8351947609171,95908.53319057816,7626.313,1683.4029999999998,1599.0829999999996,4343.827000000001,1814.875,5811.438000000001,23.797541485643197,LEVE,2
3,2,7,0,4,1,-13.489164,-72.240726,0,4,7,1,2,2,2,2,2021,6,0,0,6,1,2,7586.903,2.0,2,0,1.0,9,5,1198.0,0.429914756045985,74.25916870636927,79.51566557864805,7.366336486335375,462.32789717794617,3225.312633832976,17779.13499998999,2097.3709999899997,2863.123,12818.640999999989,2878.713,14900.421999989989,16.19152450331032,LEVE,2
3,2,13,0,4,1,-6.813826,-79.829436,7,4,7,1,2,2,2,0,2021,6,0,0,8,1,0,6543.555,3.0,2,0,1.0,0,30,1475.0,0.5698121065713132,80.7750211042815,73.24532007426484,9.611369875155264,807.8835749369007,96903.36830835116,3459.691,515.0619999999999,689.7280000000001,2254.901,703.3549999999999,2756.336,20.329994788551925,LEVE,2
6,1,1,0,4,1,-9.559358645745403,-77.70584727008071,0,4,0,0,2,1,1,2,2021,6,0,0,11,1,2,729.0909999999999,1.0,2,0,0.0,9,4,195.0,0.3226718311164431,76.12153120385717,45.90895636282614,4.534120036557726,361.9144782277372,3229.2633832976444,10767.648,1885.0630000000003,1222.721,7659.864000000001,2100.343,8667.305000000002,19.506051832303577,LEVE,2
0,1,14,2,2,4,-12.014492,-76.819179,0,3,7,1,2,2,2,2,2021,6,0,0,12,3,0,6543.555,2.0,4,4,1.0,14,33,1198.0,0.6868549636939637,79.62363164345142,76.30894566128948,9.209137883551294,1425.4498631666322,684921.8484148846,7626.313,1683.4029999999998,1599.0829999999996,4343.827000000001,1814.875,5811.438000000001,23.797541485643197,LEVE,2
3,2,5,0,4,2,-7.09682997,-78.822862,7,4,0,0,2,1,1,2,2021,6,0,0,13,3,2,6543.555,2.0,4,4,1.0,14,33,1198.0,0.3334181514351879,65.70103407075928,46.92785453731552,5.377079435778443,426.7373479842607,11921.895074946468,15935.565011852366,1733.9250000199986,935.692,13265.948011832368,2000.1670000199988,13935.398011832369,12.551591352627522,LEVE,2
3,0,14,0,2,4,-12.24393,-76.92189,0,0,7,1,2,2,2,0,2021,6,0,0,13,3,0,6543.555,2.0,4,4,1.0,14,33,1198.0,0.6990481232857558,80.14597904142546,74.3851677794309,10.004397644056358,1432.5044292531525,459161.0728051392,7626.313,1683.4029999999998,1599.0829999999996,4343.827000000001,1814.875,5811.438000000001,23.797541485643197,LEVE,2
0,1,10,2,4,1,-14.294216,-75.678891,0,0,7,1,2,1,1,2,2021,6,0,0,19,2,0,6639.975,2.0,2,0,1.0,9,31,1616.0,0.6261042306271147,80.48505954362174,76.55712631348362,9.341715591523595,1061.002261282891,31419.372591006424,3721.461,698.1859999999996,744.866,2278.409,1102.9029999999996,2618.558,29.636290693359403,LEVE,2
3,1,14,2,4,1,-11.921471,-76.676499,0,0,7,1,4,2,2,2,2021,6,0,0,22,2,0,875.67,2.0,2,0,1.0,3,14,156.0,0.6831952456039544,78.60873873772867,74.49000793376607,10.00420210847705,1376.0472418044385,255143.7301927195,7626.313,1683.4029999999998,1599.0829999999996,4343.827000000001,1814.875,5811.438000000001,23.797541485643197,LEVE,2
1,0,14,2,4,1,-11.988199,-77.0645344,0,3,7,1,2,2,2,0,2021,6,1,0,2,0,0,6543.555,3.0,2,0,1.0,0,30,1475.0,0.6853375063928137,80.04346891299102,76.32428568750537,8.817291636093138,1443.328322024431,217176.83083511775,7626.313,1683.4029999999998,1599.0829999999996,4343.827000000001,1814.875,5811.438000000001,23.797541485643197,LEVE,2
3,2,10,0,4,1,-13.960023,-75.784643,0,2,7,1,2,2,2,2,2021,6,1,0,6,1,0,6639.975,2.0,2,0,1.0,9,31,1616.0,0.6053164595604621,78.88848309050202,67.63954639531094,9.133324993872453,1064.9426147896202,27932.19700214133,3721.461,698.1859999999996,744.866,2278.409,1102.9029999999996,2618.558,29.636290693359403,GRAVE_LESIONADOS,0
3,2,13,0,4,1,-6.379078,-79.8114,5,4,7,1,2,2,2,0,2021,6,1,0,8,1,0,1305.18,2.0,2,0,1.0,1,20,163.0,0.5059173540051534,75.20849370321716,65.55087882905781,7.516301845742602,777.5523013576318,18529.839400428264,3459.691,515.0619999999999,689.7280000000001,2254.901,703.3549999999999,2756.336,20.329994788551925,LEVE,2
6,1,20,0,4,1,-15.0972742,-70.3563098,0,4,7,1,2,2,2,6,2021,6,1,0,10,1,2,7586.903,2.0,2,0,1.0,9,5,1198.0,0.3321861957084406,76.3620732097923,75.82173747880367,6.343900019252585,249.29068548640728,4882.685224839401,13642.312999999998,2020.7790000000005,2354.117,9267.416999999998,3314.0520000000006,10328.260999999997,24.29244952817019,LEVE,2
6,1,19,0,4,1,-4.576617439173308,-80.18218691777935,0,4,7,0,2,2,2,0,2021,6,1,0,12,3,0,640.6200000000001,2.0,2,3,0.0,9,32,72.0,0.3708025850862105,70.09572248353376,57.213818698033634,6.162074923662822,433.84874375099554,11598.841541755888,8965.846000060003,1782.4120000599992,636.9959999999999,6546.438000000004,2214.505000059999,6751.341000000004,24.699342371541725,LEVE,2
3,0,14,2,2,4,-11.99179,-77.07511,0,0,7,1,2,2,2,0,2021,6,1,0,13,3,0,6543.555,2.0,4,4,1.0,14,33,1198.0,0.758462599563312,80.5192231989937,79.20045639149897,11.33839041452458,1628.5661148492152,363987.54389721627,7626.313,1683.4029999999998,1599.0829999999996,4343.827000000001,1814.875,5811.438000000001,23.797541485643197,LEVE,2
3,2,20,0,4,1,-13.433582290622404,-70.32961247842753,2,4,7,1,2,1,0,2,2021,6,1,0,15,3,2,1761.8050000000003,2.0,2,0,1.0,6,22,410.0,0.4605485155443012,64.71302946644445,74.87135140317575,7.39511734949235,704.7967759284797,5357.764453961457,13642.312999999998,2020.7790000000005,2354.117,9267.416999999998,3314.0520000000006,10328.260999999997,24.29244952817019,LEVE,2
3,0,20,0,4,0,-15.7820572,-70.22156406,0,4,7,1,2,2,2,2,2021,6,1,0,18,2,2,6543.555,2.0,4,4,1.0,14,33,1198.0,0.3411957944963065,67.8375829238065,81.88833814815048,6.923463341589775,287.2932034706172,2703.9250535331907,13642.312999999998,2020.7790000000005,2354.117,9267.416999999998,3314.0520000000006,10328.260999999997,24.29244952817019,LEVE,2
0,0,14,2,2,4,-12.25702,-76.88783,0,0,7,1,2,2,2,0,2021,6,1,0,21,2,0,6543.555,2.0,4,4,1.0,14,33,1198.0,0.6909236767275176,78.41626133969348,70.97436336767564,9.826485374940413,1476.8351947609171,95908.53319057816,7626.313,1683.4029999999998,1599.0829999999996,4343.827000000001,1814.875,5811.438000000001,23.797541485643197,LEVE,2
3,2,4,0,4,1,-13.40222,-73.904601,0,4,2,1,2,1,1,2,2021,6,1,0,23,2,2,7586.903,2.0,2,0,1.0,9,5,1198.0,0.2301276524254768,69.17262093358879,47.7374662766037,4.513020146499461,170.11681755220445,5819.244111349037,12678.733000000004,1805.074000000001,1774.0339999999994,9099.625000000004,2485.375000000001,10193.358000000002,19.602707936195205,GRAVE_LESIONADOS,0
6,0,14,2,2,4,-11.986489,-77.072359,0,2,7,1,2,2,2,0,2021,6,2,0,0,0,0,6543.555,2.0,4,4,1.0,14,33,1198.0,0.758462599563312,80.5192231989937,79.20045639149897,11.33839041452458,1628.5661148492152,363987.54389721627,7626.313,1683.4029999999998,1599.0829999999996,4343.827000000001,1814.875,5811.438000000001,23.797541485643197,LEVE,2
3,3,23,0,4,1,-3.5857820643741536,-80.47399562260193,0,4,7,1,2,2,2,6,2021,6,2,0,7,1,0,6543.555,3.0,2,0,1.0,0,30,1475.0,0.5691277377037675,76.83860361118322,66.3560753457607,8.686409348773196,962.153294603348,23971.755888650965,1009.101,138.47399999999996,287.471,583.156,276.972,732.129,27.447401201663663,LEVE,2
1,1,14,2,2,4,-12.0251552,-76.9204075,0,0,7,1,2,2,2,2,2021,6,2,0,14,3,0,6543.555,2.0,4,4,1.0,14,33,1198.0,0.6868549636939637,79.62363164345142,76.30894566128948,9.209137883551294,1425.4498631666322,684921.8484148846,7626.313,1683.4029999999998,1599.0829999999996,4343.827000000001,1814.875,5811.438000000001,23.797541485643197,LEVE,2
1,0,14,2,2,4,-12.060343,-77.0083172,0,0,7,1,4,2,2,0,2021,6,2,0,15,3,0,6543.555,2.0,4,4,1.0,14,33,1198.0,0.7646845961658533,80.23682119426338,77.96082737891015,12.014176158371615,1633.787715186093,250806.0877944326,7626.313,1683.4029999999998,1599.0829999999996,4343.827000000001,1814.875,5811.438000000001,23.797541485643197,LEVE,2
3,2,13,1,4,1,-6.6813219,-79.9039121,0,2,9,1,2,1,0,0,2021,6,2,0,17,3,0,6543.555,3.0,2,0,1.0,0,30,1475.0,0.5539280527450423,74.69452916859504,66.89728158703436,9.542777400516576,872.5509264417765,79617.09421841543,3459.691,515.0619999999999,689.7280000000001,2254.901,703.3549999999999,2756.336,20.329994788551925,LEVE,2
6,1,1,0,4,2,-9.968398244619364,-77.52915705967843,0,4,0,0,7,2,2,2,2021,6,2,0,18,2,2,6543.555,2.0,4,4,1.0,14,33,1198.0,0.4208169632304392,68.5037886972693,43.164251661668246,8.28570540056018,605.5901398045125,521.5053533190579,10767.648,1885.0630000000003,1222.721,7659.864000000001,2100.343,8667.305000000002,19.506051832303577,LEVE,2
0,2,11,2,4,1,-11.82927446,-75.44316147,0,4,2,1,2,2,2,2,2021,6,2,0,18,2,2,196.88,2.0,2,0,1.0,3,32,35.0,0.5103724369507868,73.88155792233682,59.32015972008952,8.771792775786478,780.3419275036085,943.338329764454,12264.545,1826.4639999999995,1105.5389999999998,9332.542,1588.5359999999996,10676.009,12.952261987705208,LEVE,2
0,1,7,0,4,0,-12.909693556407934,-71.40412218989076,0,3,7,1,7,2,2,2,2021,6,2,0,18,2,2,6543.555,2.0,4,4,1.0,14,33,1198.0,0.3612121566150602,62.7406214315804,65.88597983983321,5.981484630062685,454.3036246295292,5308.728051391863,17779.13499998999,2097.3709999899997,2863.123,12818.640999999989,2878.713,14900.421999989989,16.19152450331032,LEVE,2
3,1,15,0,4,0,-3.899723047888033,-73.35048787087666,0,4,7,1,2,2,2,0,2021,6,2,0,19,2,1,6543.555,2.0,4,4,1.0,14,33,1198.0,0.578134350962316,72.90307998335238,55.49705098903474,10.509480811415798,1057.596132242517,149460.57173447538,1095.5949999999998,128.87099999999998,320.74700000000007,645.9769999999999,274.214,821.381,25.02877431897737,LEVE,2
1,0,9,0,4,1,-9.431958843446022,-75.96656942106995,0,4,7,1,2,2,2,2,2021,6,2,0,23,2,2,693.175,2.0,2,3,0.0,9,10,249.0,0.3514165953877426,72.32913425621899,38.30075589942594,4.884885065227305,505.1402346806649,9590.61670235546,8209.057,1333.4779999999996,791.9770000000001,6083.602,1059.8589999999997,7149.198,12.910849565303296,LEVE,2
3,2,9,0,4,1,-9.18857425256514,-75.9226630949866,0,4,7,1,2,1,0,2,2021,6,3,0,7,1,2,7758.33400008,2.0,2,0,1.0,9,20,2133.0,0.3543291339954574,74.37119505444772,40.663684961236285,4.612991440823272,504.5390571003254,7529.884368308351,8209.057,1333.4779999999996,791.9770000000001,6083.602,1059.8589999999997,7149.198,12.910849565303296,LEVE,2
3,2,12,0,4,1,-7.678769635511184,-79.32439874352757,0,4,7,1,2,2,2,2,2021,6,3,0,9,1,0,6543.555,3.0,2,0,1.0,0,30,1475.0,0.5345074857798321,76.79673752589963,64.57887254166187,7.835494818831411,867.2803588353443,27037.03854389721,8931.828000000005,1335.5899999999997,1935.9830000000004,5660.255000000005,1219.309,7712.519000000005,13.651281686122925,LEVE,2
3,2,12,2,4,1,-8.14565,-79.012371,0,2,7,1,2,2,2,2,2021,6,3,0,13,3,0,6543.555,3.0,2,0,1.0,0,30,1475.0,0.618325375347301,78.45577068094175,66.18977766598024,9.47415720612109,1128.5991234425228,37258.80942184154,8931.828000000005,1335.5899999999997,1935.9830000000004,5660.255000000005,1219.309,7712.519000000005,13.651281686122925,GRAVE_MORTALIDAD,1
6,1,9,2,4,1,-9.980643,-76.244816,0,4,7,1,2,2,2,2,2021,6,3,0,13,3,2,9936.932,2.0,2,0,1.0,9,32,3830.0,0.6216164930359083,73.83445245401661,82.32001856648495,9.834238570262777,1100.9295903910202,39141.07922912206,8209.057,1333.4779999999996,791.9770000000001,6083.602,1059.8589999999997,7149.198,12.910849565303296,LEVE,2
0,0,20,0,4,1,-14.674477,-70.366127,0,4,7,1,2,2,2,4,2021,6,3,0,17,3,2,1761.8050000000003,2.0,2,0,1.0,6,22,410.0,0.2623754846886306,66.47865021821245,67.58090631586649,6.080442216669903,177.69250667428713,15453.085653104928,13642.312999999998,2020.7790000000005,2354.117,9267.416999999998,3314.0520000000006,10328.260999999997,24.29244952817019,LEVE,2
3,0,14,2,3,4,-12.037300048041462,-76.93201594492336,5,0,7,1,2,2,2,0,2021,6,3,0,18,2,0,6543.555,2.0,4,4,1.0,14,33,1198.0,0.6868549636939637,79.62363164345142,76.30894566128948,9.209137883551294,1425.4498631666322,684921.8484148846,7626.313,1683.4029999999998,1599.0829999999996,4343.827000000001,1814.875,5811.438000000001,23.797541485643197,LEVE,2
3,2,10,2,4,1,-14.056365,-75.708581,0,0,7,1,2,2,2,0,2021,6,3,0,19,2,0,583.2950000000001,1.0,1,3,0.0,9,32,248.0,0.616344289610642,80.7965682315964,78.0945097589989,10.478110468164347,933.3636045670844,54312.19271948608,3721.461,698.1859999999996,744.866,2278.409,1102.9029999999996,2618.558,29.636290693359403,LEVE,2
0,1,3,2,2,4,-16.3274423,-71.5556384,0,0,7,1,2,0,1,2,2021,6,3,0,19,2,0,6543.555,2.0,4,4,1.0,14,33,1198.0,0.6411767862503931,77.2408324916572,78.204125011303,10.595705083047717,1107.223861768016,193412.3169164882,10322.272,1495.236,1749.739,7077.2970000000005,2886.595,7435.677000000001,27.964725207783708,LEVE,2
3,1,16,0,4,1,-12.6597346510363,-69.3203245597664,6,5,6,2,6,2,2,0,2021,6,3,0,21,2,1,3263.58,2.0,2,0,1.0,5,18,566.0,0.6331639735785386,72.20641129524063,67.6175404202189,10.029362591344883,1305.419538589062,88506.68094218415,2090.391,399.431,340.021,1350.9389999999996,493.824,1596.5669999999996,23.62352306338862,GRAVE_MORTALIDAD,1
3,1,6,2,4,1,-11.873062591288354,-77.12711328495267,0,0,7,1,2,0,0,6,2021,6,4,0,5,0,0,139.23,-1.0,2,0,0.0,9,32,69.0,0.5563774842369664,77.00938809632027,69.10246351364754,8.476961866273152,914.8835608305218,27932.19700214133,51.58600000000001,44.68700000000001,6.899000000000001,0.0,49.838000000000015,1.748,96.61148373589734,LEVE,2
6,1,7,0,4,1,-13.18691557,-70.51575479,2,4,0,0,2,0,1,2,2021,6,4,0,9,1,2,7586.903,2.0,2,0,1.0,9,5,1198.0,0.456269323491559,57.22814439496783,65.7020880165366,7.857170607722528,858.4104388154956,2071.82869379015,17779.13499998999,2097.3709999899997,2863.123,12818.640999999989,2878.713,14900.421999989989,16.19152450331032,GRAVE_MORTALIDAD,1
6,1,1,0,4,0,-9.190111729951582,-78.35678506898871,0,4,7,1,2,2,2,0,2021,6,4,0,9,1,2,6543.555,2.0,4,4,1.0,14,33,1198.0,0.568820669072786,79.34476661557915,55.60978448774673,7.574555719773437,1088.2848331088856,15652.0278372591,10767.648,1885.0630000000003,1222.721,7659.864000000001,2100.343,8667.305000000002,19.506051832303577,LEVE,2
1,0,14,2,4,1,-12.04274739463909,-77.02300806760132,0,2,7,1,2,2,2,0,2021,6,4,0,12,3,0,6543.555,3.0,2,0,1.0,0,30,1475.0,0.7300036506368504,80.21724456394445,75.11639588359114,10.636845733066124,1559.041185521695,156759.78800856532,7626.313,1683.4029999999998,1599.0829999999996,4343.827000000001,1814.875,5811.438000000001,23.797541485643197,LEVE,2
3,0,20,0,4,0,-15.385754937821613,-70.08964322148354,0,4,7,1,1,2,2,6,2021,6,4,0,14,3,2,6543.555,2.0,4,4,1.0,14,33,1198.0,0.2399049659709538,73.66748174046536,65.59496565670392,5.108032967220759,142.3423295419015,4818.295503211992,13642.312999999998,2020.7790000000005,2354.117,9267.416999999998,3314.0520000000006,10328.260999999997,24.29244952817019,LEVE,2
6,1,19,0,4,2,-5.03497243912157,-79.8578266567617,0,4,7,0,2,1,0,0,2021,6,4,0,15,3,0,6543.555,2.0,4,4,1.0,14,33,1198.0,0.349785883948546,75.28079381710178,60.30087284774332,5.810542780849276,340.037815168361,5724.543897216275,8965.846000060003,1782.4120000599992,636.9959999999999,6546.438000000004,2214.505000059999,6751.341000000004,24.699342371541725,LEVE,2
6,1,7,0,4,2,-14.492229,-71.460864,0,4,0,0,7,2,2,2,2021,6,4,0,17,3,2,6543.555,2.0,4,4,1.0,14,33,1198.0,0.1548867386502985,64.5917716662409,49.236568431257616,4.545810476428086,79.98533389978881,5532.92505353319,17779.13499998999,2097.3709999899997,2863.123,12818.640999999989,2878.713,14900.421999989989,16.19152450331032,GRAVE_MORTALIDAD,1
3,2,12,0,4,1,-8.096285,-78.962737,0,2,7,1,2,2,2,2,2021,6,4,0,23,2,0,610.6099999999999,2.0,2,0,1.0,8,29,100.0,0.5929579484728337,80.24150924632623,64.75837382721711,8.51830466766158,1043.4182142665843,34739.39614561028,8931.828000000005,1335.5899999999997,1935.9830000000004,5660.255000000005,1219.309,7712.519000000005,13.651281686122925,LEVE,2
0,1,13,2,4,1,-6.752748818246737,-79.86678567443747,0,0,7,1,2,2,2,4,2021,6,5,1,22,2,0,6543.555,3.0,2,0,1.0,0,30,1475.0,0.582874900209372,79.91553229957624,74.28629633563499,9.98490789682274,850.0456977651463,50544.90364025696,3459.691,515.0619999999999,689.7280000000001,2254.901,703.3549999999999,2756.336,20.329994788551925,LEVE,2
3,2,21,2,4,1,-6.49826,-76.39229,0,0,1,1,2,0,1,2,2021,6,6,1,2,0,1,7758.33400008,2.0,2,0,1.0,9,20,2133.0,0.657413538429829,72.9282426214375,76.63007978148195,9.765102989696064,1372.3387690440495,31687.78158458244,5645.136,815.0759999999999,965.298,3864.762,1013.406,4631.73,17.95184385283189,LEVE,2
1,1,16,0,4,1,-12.8771848139546,-70.0402617188448,6,5,6,2,6,2,2,0,2021,6,6,1,3,0,1,3263.58,2.0,2,0,1.0,5,18,566.0,0.5847607793961872,74.2269863647676,56.54783510482739,8.321017414125608,1213.9031663194648,11048.877944325484,2090.391,399.431,340.021,1350.9389999999996,493.824,1596.5669999999996,23.62352306338862,LEVE,2
6,1,10,2,4,1,-14.0611623,-75.7207144,0,0,7,1,2,0,1,0,2021,6,6,1,3,0,0,583.2950000000001,1.0,1,3,0.0,9,32,248.0,0.616344289610642,80.7965682315964,78.0945097589989,10.478110468164347,933.3636045670844,54312.19271948608,3721.461,698.1859999999996,744.866,2278.409,1102.9029999999996,2618.558,29.636290693359403,LEVE,2
0,2,21,2,4,1,-5.979007,-77.288573,0,4,7,0,2,1,0,4,2021,6,6,1,3,0,1,7758.33400008,2.0,2,0,1.0,9,20,2133.0,0.3873075948511574,72.98119449957349,44.39725753934513,5.037096642387525,597.9287450392992,17629.94004282655,5645.136,815.0759999999999,965.298,3864.762,1013.406,4631.73,17.95184385283189,LEVE,2
3,2,3,0,4,2,-16.57889943703677,-72.71130139837734,0,4,0,1,2,2,2,0,2021,6,6,1,6,1,0,6543.555,2.0,4,4,1.0,14,33,1198.0,0.6445408585995467,81.26293480409497,79.00455055322925,9.278885165396868,1126.181107120743,6803.177730192719,10322.272,1495.236,1749.739,7077.2970000000005,2886.595,7435.677000000001,27.964725207783708,LEVE,2
10,2,20,2,6,4,-15.500896,-70.130469,0,0,1,1,4,2,2,2,2021,6,6,1,7,1,2,6543.555,2.0,4,4,1.0,14,33,1198.0,0.5759734352119,73.55929462493827,78.89306383943827,10.174966342239475,888.1716010638444,232834.39603082248,13642.312999999998,2020.7790000000005,2354.117,9267.416999999998,3314.0520000000006,10328.260999999997,24.29244952817019,LEVE,2
6,1,3,2,4,0,-16.3665336,-71.6378436,0,3,7,1,2,2,2,0,2021,6,6,1,14,3,0,6543.555,2.0,4,4,1.0,14,33,1198.0,0.6411767862503931,77.2408324916572,78.204125011303,10.595705083047717,1107.223861768016,193412.3169164882,10322.272,1495.236,1749.739,7077.2970000000005,2886.595,7435.677000000001,27.964725207783708,GRAVE_MORTALIDAD,1
3,2,10,0,2,4,-14.102249467716202,-75.68214878831114,0,4,0,1,2,2,2,2,2021,6,6,1,14,3,0,6543.555,2.0,4,4,1.0,14,33,1198.0,0.6321366370204364,78.1199401919606,75.66178721857658,9.921443363677442,1104.135489339046,22115.385438972164,3721.461,698.1859999999996,744.866,2278.409,1102.9029999999996,2618.558,29.636290693359403,LEVE,2
6,1,3,0,4,2,-15.4486459358603,-74.4027313767021,0,4,5,0,7,2,2,0,2021,6,6,1,16,3,0,6543.555,2.0,4,4,1.0,14,33,1198.0,0.5345584283938112,81.05485063165625,46.126294502887255,8.158201585747289,921.8358901828518,907.5374732334046,10322.272,1495.236,1749.739,7077.2970000000005,2886.595,7435.677000000001,27.964725207783708,LEVE,2
3,2,12,0,4,0,-7.557302,-78.720412,0,4,0,1,1,2,2,2,2021,6,6,1,16,3,0,6543.555,2.0,4,4,1.0,14,33,1198.0,0.4144948105238412,73.49794254671177,44.13055421963416,5.896171723235377,643.6779310318752,13394.107066381155,8931.828000000005,1335.5899999999997,1935.9830000000004,5660.255000000005,1219.309,7712.519000000005,13.651281686122925,LEVE,2
1,1,6,2,4,1,-11.99989364,-77.118705716,0,2,7,1,2,2,2,6,2021,6,6,1,17,3,0,50.53,2.0,2,3,1.0,9,32,128.0,0.5563774842369664,77.00938809632027,69.10246351364754,8.476961866273152,914.8835608305218,27932.19700214133,51.58600000000001,44.68700000000001,6.899000000000001,0.0,49.838000000000015,1.748,96.61148373589734,LEVE,2
1,1,6,2,4,1,-11.999880281798202,-77.118723779655,0,3,7,1,2,2,2,0,2021,6,6,1,20,2,0,50.53,2.0,2,3,1.0,9,32,128.0,0.5563774842369664,77.00938809632027,69.10246351364754,8.476961866273152,914.8835608305218,27932.19700214133,51.58600000000001,44.68700000000001,6.899000000000001,0.0,49.838000000000015,1.748,96.61148373589734,LEVE,2
3,2,23,0,4,1,-3.583833236874771,-80.47256820971259,0,4,7,1,2,2,2,2,2021,6,6,1,20,2,0,6543.555,3.0,2,0,1.0,0,30,1475.0,0.5691277377037675,76.83860361118322,66.3560753457607,8.686409348773196,962.153294603348,23971.755888650965,1009.101,138.47399999999996,287.471,583.156,276.972,732.129,27.447401201663663,LEVE,2
6,1,7,0,4,2,-13.427364,-72.218355,0,4,7,1,2,2,2,2,2021,6,0,0,4,0,2,6543.555,2.0,4,4,1.0,14,33,1198.0,0.3348371658521636,78.42846227006076,53.51947276655214,5.306039402438105,320.875102720464,4926.6017130620985,17779.13499998999,2097.3709999899997,2863.123,12818.640999999989,2878.713,14900.421999989989,16.19152450331032,LEVE,2
3,2,19,2,4,1,-5.231254,-80.635399,0,4,0,1,2,1,0,0,2021,6,0,0,5,0,0,1305.18,2.0,2,0,1.0,1,20,163.0,0.6220812987247925,80.20155828147696,72.71675503872983,10.02377668600292,1028.915688621886,159840.92719486082,8965.846000060003,1782.4120000599992,636.9959999999999,6546.438000000004,2214.505000059999,6751.341000000004,24.699342371541725,LEVE,2
3,2,13,0,4,1,-6.0373276,-79.677065,0,4,7,1,2,2,2,0,2021,6,0,0,5,0,0,1305.18,2.0,2,0,1.0,1,20,163.0,0.4974674218418852,75.93907983080418,58.3357972839862,7.69595447676265,761.2908213145297,28734.96573875803,3459.691,515.0619999999999,689.7280000000001,2254.901,703.3549999999999,2756.336,20.329994788551925,GRAVE_MORTALIDAD,1
3,0,14,2,4,1,-11.924998397515166,-77.07287307237524,0,0,7,1,2,2,2,0,2021,6,0,0,9,1,0,6543.555,3.0,2,0,1.0,0,30,1475.0,0.7218926988400113,80.0902077245261,77.9581888264889,10.971588327733102,1458.3206086290393,530000.3426124197,7626.313,1683.4029999999998,1599.0829999999996,4343.827000000001,1814.875,5811.438000000001,23.797541485643197,LEVE,2
6,1,18,0,4,0,-10.497169232550563,-76.51338069190625,5,4,0,0,2,2,2,2,2021,6,0,0,10,1,2,6543.555,2.0,4,4,1.0,14,33,1198.0,0.5563774842369664,77.00938809632027,69.10246351364754,8.476961866273152,914.8835608305218,27932.19700214133,3677.119863,564.5869999999999,910.845,2201.687863000001,590.8779999999998,3086.2418630000006,16.06904376290656,LEVE,2
