CLASE SINIESTRO,CANTIDAD DE VEHICULOS DAÑADOS,DEPARTAMENTO,ZONA,TIPO DE VÍA,RED VIAL,COORDENADAS LATITUD,COORDENADAS  LONGITUD,CONDICIÓN CLIMÁTICA,ZONIFICACIÓN,CARACTERÍSTICAS DE VÍA,PERFIL LONGITUDINAL VÍA,SUPERFICIE DE CALZADA,¿EXISTE SEÑAL VERTICAL?,¿EXISTE SEÑAL HORIZONTAL?,CAUSA FACTOR PRINCIPAL,MTC_RVN_LONGITUD_KM,MTC_RVN_N_CARRILES_MEDIANA,MTC_RVN_SUPERFICIE_DOMINANTE,MTC_RVN_ESTADO_DOMINANTE,MTC_RVN_ES_CONCESIONADA,MTC_RVN_CONCESION_PRINCIPAL,MTC_RVN_CORREDOR_LOGISTICO,MTC_RVN_N_TRAMOS,IDH_2019,IDH_ESP_VIDA_2019,IDH_POBLACION_2019,MTC_DEP_RED_TOTAL_KM,MTC_DEP_NACIONAL_TOTAL_KM,MTC_DEP_DEPARTAMENTAL_TOTAL_KM,MTC_DEP_VECINAL_TOTAL_KM,MTC_DEP_PAV_TOTAL_KM,MTC_DEP_NO_PAV_TOTAL_KM,MTC_DEP_PCT_PAVIMENTADA,PER_N_CONDUCTORES,PER_N_CONDUCTORES_FUGADOS,PER_N_PEATONES,PER_EDAD_COND_PROM,PER_EDAD_COND_MIN,PER_EDAD_COND_MAX,PER_ANY_COND_MASCULINO,PER_ANY_LIC_PROBLEMA,PER_ANY_DOSAJE_POS,PER_ANY_DOSAJE_EVALUADO,VEH_TOTAL,VEH_N_FUGADOS,VEH_ANY_FUGADO,VEH_ANY_CARGA,VEH_ANY_PUBLICO,VEH_ANY_PARTICULAR,VEH_ANY_MOTO,VEH_ANY_AUTO,VEH_ANY_CAMION_BUS,VEH_ANY_SOAT_PROBLEMA,VEH_ANY_CITV_PROBLEMA,VEH_ANY_SEGURO_PROBLEMA,MTC_RVN_LONGITUD_KM_ERA_NULO,MTC_RVN_N_CARRILES_MEDIANA_ERA_NULO,MTC_RVN_ES_CONCESIONADA_ERA_NULO,MTC_RVN_N_TRAMOS_ERA_NULO,PER_EDAD_COND_PROM_ERA_NULO,PER_EDAD_COND_MIN_ERA_NULO,PER_EDAD_COND_MAX_ERA_NULO,HORA_NUM,FRANJA_HORARIA,ANIO,MES,DIA_MES,DIA_SEMANA,ES_FIN_SEMANA,ES_QUINCENA,REGION_NATURAL,NIVEL_SEÑALIZACION_ORD,ES_VIA_MULTICARRIL,ES_DEPTO_BAJO_PAVIMENTO,RATIO_CONDUCTORES_FUGADOS,ES_CURVA_Y_PENDIENTE,ES_VIA_NO_PAVIMENTADA,CATEGORIA_SEVERIDAD,CATEGORIA_SEVERIDAD_ENC
4,1,14,2,2,4,-12.026491756144312,-76.89271506026371,0,1,7,1,2,2,2,0,6543.555,2.0,4,4,1.0,14,33,1198.0,0.6868549636939637,79.62363164345142,684921.8484148846,7626.313,1683.4029999999998,1599.0829999999996,4343.827000000001,1814.875,5811.438000000001,23.797541485643197,1,0,0,39.0,39.0,39.0,1.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1,1,1,1,0,0,0,5,0,2024,6,23,6,1,1,0,2,0,1,0.0,0,0,LEVE,0
3,2,13,0,4,0,-6.806213,-79.695536,0,4,7,1,2,2,2,0,6543.555,2.0,4,4,1.0,14,33,1198.0,0.6225425995267787,81.2291645554815,28888.895074946468,3459.691,515.0619999999999,689.7280000000001,2254.901,703.3549999999999,2756.336,20.329994788551925,2,0,0,59.5,32.0,87.0,1.0,1.0,0.0,1.0,2,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,1,1,1,0,0,0,8,1,2022,1,24,0,0,1,0,2,0,1,0.0,0,0,LEVE,0
3,1,7,0,4,1,-12.86257,-72.69468,0,4,7,1,2,2,2,2,3447.8009999999995,1.0,2,3,0.0,9,12,1109.0,0.5803892132127203,77.20158157453214,30810.066381156317,17779.13499998999,2097.3709999899997,2863.123,12818.640999999989,2878.713,14900.421999989989,16.19152450331032,2,0,0,48.5,44.0,53.0,1.0,0.0,1.0,1.0,2,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,4,0,2025,2,1,5,1,0,2,2,0,1,0.0,0,0,LEVE,0
3,2,20,0,4,0,-15.5919754,-69.9623711,0,4,7,1,2,2,2,2,6543.555,2.0,4,4,1.0,14,33,1198.0,0.2054781999352204,72.86726952696264,7653.85653104925,13642.312999999998,2020.7790000000005,2354.117,9267.416999999998,3314.0520000000006,10328.260999999997,24.29244952817019,2,0,0,37.5,33.0,42.0,1.0,0.0,0.0,0.0,2,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1,1,1,1,0,0,0,3,0,2024,8,18,6,1,1,2,2,0,1,0.0,0,0,LEVE,0
3,2,12,0,2,4,-8.092430131098,-79.088960963843,0,4,7,1,2,2,2,2,6543.555,2.0,4,4,1.0,14,33,1198.0,0.583006771156836,78.2441938961209,76607.295503212,8931.828000000005,1335.5899999999997,1935.9830000000004,5660.255000000005,1219.309,7712.519000000005,13.651281686122925,2,0,0,66.5,55.0,78.0,1.0,0.0,0.0,0.0,2,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1,1,1,1,0,0,0,17,3,2023,7,31,0,0,1,0,2,0,1,0.0,0,0,LEVE,0
6,1,20,0,4,1,-13.4037645,-70.3089502,0,4,7,1,2,2,2,2,1761.8050000000003,2.0,2,0,1.0,6,22,410.0,0.4605485155443012,64.71302946644445,5357.764453961457,13642.312999999998,2020.7790000000005,2354.117,9267.416999999998,3314.0520000000006,10328.260999999997,24.29244952817019,1,0,0,25.0,25.0,25.0,1.0,0.0,0.0,0.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,3,0,2022,1,14,4,0,0,2,2,0,1,0.0,0,0,GRAVE_MORTALIDAD,2
6,1,11,0,4,2,-10.853432177122563,-74.85401646881803,0,4,0,0,1,2,2,0,6543.555,2.0,4,4,1.0,14,33,1198.0,0.4504704361939795,78.21109613042135,61517.46466809421,12264.545,1826.4639999999995,1105.5389999999998,9332.542,1588.5359999999996,10676.009,12.952261987705208,1,0,0,44.0,44.0,44.0,1.0,1.0,0.0,0.0,1,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1,1,1,0,0,0,0,0,2021,4,12,0,0,0,2,2,0,1,0.0,1,1,GRAVE_MORTALIDAD,2
0,1,4,2,4,0,-15.278079,-73.347941,0,3,2,1,7,2,2,2,6543.555,2.0,4,4,1.0,14,33,1198.0,0.5195415199437885,75.49542185909227,2875.329764453961,12678.733000000004,1805.074000000001,1774.0339999999994,9099.625000000004,2485.375000000001,10193.358000000002,19.602707936195205,1,0,1,47.0,47.0,47.0,1.0,0.0,0.0,1.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,1,1,0,0,0,12,3,2024,3,12,1,0,0,2,2,0,1,0.0,0,1,LEVE,0
3,1,14,2,4,1,-12.17345044,-76.97824974,0,3,7,1,2,2,2,2,6639.975,2.0,2,0,1.0,9,31,1616.0,0.7289998534947872,80.50926319493618,384728.5117773019,7626.313,1683.4029999999998,1599.0829999999996,4343.827000000001,1814.875,5811.438000000001,23.797541485643197,2,0,0,31.0,22.0,40.0,1.0,1.0,0.0,0.0,2,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,14,3,2023,5,24,2,0,1,0,2,0,1,0.0,0,0,LEVE,0
6,1,12,0,4,1,-7.7912379,-77.881626,0,4,7,1,7,2,2,0,1688.589,1.0,1,3,0.0,9,32,287.0,0.1492206538659984,78.92776803590996,18539.64239828694,8931.828000000005,1335.5899999999997,1935.9830000000004,5660.255000000005,1219.309,7712.519000000005,13.651281686122925,1,0,0,22.0,22.0,22.0,1.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,2,0,2023,4,20,3,0,1,0,2,0,1,0.0,0,1,GRAVE_MORTALIDAD,2
2,0,14,2,2,4,-12.0237641,-77.0744663,0,1,7,1,2,2,2,0,6543.555,2.0,4,4,1.0,14,33,1198.0,0.7419979630670723,80.31822295927182,739416.2413542903,7626.313,1683.4029999999998,1599.0829999999996,4343.827000000001,1814.875,5811.438000000001,23.797541485643197,1,0,0,60.0,60.0,60.0,1.0,0.0,0.0,1.0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,1,1,0,0,0,9,1,2022,2,23,2,0,1,0,2,0,1,0.0,0,0,LEVE,0
10,1,14,2,2,4,-12.19513792,-76.93481918,0,0,1,0,2,2,2,2,6543.555,2.0,4,4,1.0,14,33,1198.0,0.6990481232857558,80.14597904142546,459161.0728051392,7626.313,1683.4029999999998,1599.0829999999996,4343.827000000001,1814.875,5811.438000000001,23.797541485643197,1,0,0,26.0,26.0,26.0,1.0,0.0,0.0,0.0,1,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1,1,1,1,0,0,0,6,1,2023,6,22,3,0,1,0,2,0,1,0.0,0,0,LEVE,0
6,1,7,0,4,1,-14.407863,-71.132033,0,4,0,1,2,2,2,2,7586.903,2.0,2,0,1.0,9,5,1198.0,0.3688068892893833,76.47283450634272,9957.021413276232,17779.13499998999,2097.3709999899997,2863.123,12818.640999999989,2878.713,14900.421999989989,16.19152450331032,1,0,0,37.0,37.0,37.0,1.0,0.0,1.0,1.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,7,1,2025,5,20,1,0,1,2,2,0,1,0.0,0,0,LEVE,0
3,2,24,0,4,1,-8.40348,-74.625249,0,4,7,1,2,2,2,2,1169.3919999999998,2.0,3,1,0.0,9,32,75.0,0.5634769861561197,73.0016356967691,126065.34475374733,2689.139,392.697,1311.5319999999997,984.91,261.598,2427.541,9.727946379863592,2,0,0,41.0,22.0,60.0,1.0,1.0,0.0,0.0,2,0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,23,2,2022,6,25,5,1,1,1,2,0,1,0.0,0,0,LEVE,0
2,1,6,2,2,4,-11.9182403,-77.13930413,2,0,7,1,2,2,2,2,6543.555,2.0,4,4,1.0,14,33,1198.0,0.5563774842369664,77.00938809632027,27932.19700214133,51.58600000000001,44.68700000000001,6.899000000000001,0.0,49.838000000000015,1.748,96.61148373589734,1,0,0,42.0,42.0,42.0,1.0,0.0,0.0,0.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1,1,1,0,0,0,2,0,2022,10,18,1,0,1,2,2,0,0,0.0,0,0,LEVE,0
0,1,22,2,4,1,-17.99371,-70.252171,0,0,7,1,2,1,1,2,1139.285,1.0,1,3,0.0,9,32,176.0,0.6032564872134053,77.72075801274941,34456.60813704497,2650.572,630.6729999999998,487.3610000000001,1532.5379999999998,1068.7019999999998,1581.87,40.31967439480987,2,0,1,49.0,31.0,67.0,1.0,0.0,1.0,1.0,2,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,5,0,2022,7,30,5,1,1,0,2,0,1,0.0,0,0,LEVE,0
0,1,24,0,4,1,-8.462914202544406,-74.79043359000752,0,4,7,1,2,2,2,4,1169.3919999999998,2.0,3,1,0.0,9,32,75.0,0.4362106858928199,75.91054080603905,14497.284796573877,2689.139,392.697,1311.5319999999997,984.91,261.598,2427.541,9.727946379863592,1,0,1,56.0,56.0,56.0,1.0,1.0,0.0,0.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,19,2,2022,8,21,6,1,1,1,2,0,1,0.0,0,0,LEVE,0
3,2,22,2,4,1,-17.986708,-70.210552,0,0,7,0,2,2,2,2,800.5849999999999,2.0,2,0,0.0,9,32,395.0,0.6459537660139725,77.26780813336003,17645.51391862955,2650.572,630.6729999999998,487.3610000000001,1532.5379999999998,1068.7019999999998,1581.87,40.31967439480987,2,0,0,44.5,26.0,63.0,1.0,0.0,0.0,0.0,2,0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,4,0,2021,3,26,4,0,1,0,2,0,1,0.0,0,0,LEVE,0
6,1,23,2,3,4,-3.949371050705741,-80.94310785772831,0,3,0,0,4,2,2,1,6543.555,2.0,4,4,1.0,14,33,1198.0,0.541317038400816,72.94324989979708,6440.817708333333,1009.101,138.47399999999996,287.471,583.156,276.972,732.129,27.447401201663663,1,0,0,40.0,40.0,40.0,1.0,0.0,0.0,1.0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,10,1,2022,2,1,1,0,0,0,2,0,1,0.0,1,0,LEVE,0
3,2,21,2,4,1,-5.944189,-77.305847,2,0,7,1,2,2,2,1,7758.33400008,2.0,2,0,1.0,9,20,2133.0,0.4789759027469384,73.43778249935497,47552.6295503212,5645.136,815.0759999999999,965.298,3864.762,1013.406,4631.73,17.95184385283189,2,0,0,39.5,20.0,59.0,1.0,0.0,0.0,0.0,2,0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,20,2,2022,2,20,6,1,1,1,2,0,1,0.0,0,0,LEVE,0
3,2,12,2,2,4,-8.08562,-79.001736,0,0,1,1,2,2,2,2,6543.555,2.0,4,4,1.0,14,33,1198.0,0.5628682280502054,79.35078533424159,209189.32119914345,8931.828000000005,1335.5899999999997,1935.9830000000004,5660.255000000005,1219.309,7712.519000000005,13.651281686122925,2,0,0,40.5,31.0,50.0,1.0,0.0,0.0,0.0,2,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,16,3,2022,1,29,5,1,1,0,2,0,1,0.0,0,0,LEVE,0
0,1,5,0,4,1,-7.1651918,-78.4820803,0,4,7,1,2,2,2,2,2760.8550000000005,1.0,1,3,0.0,9,32,1208.0,0.6070175276741574,73.19224654097276,257380.9443254818,15935.565011852366,1733.9250000199986,935.692,13265.948011832368,2000.1670000199988,13935.398011832369,12.551591352627522,1,0,1,49.0,49.0,49.0,1.0,0.0,0.0,1.0,1,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,19,2,2024,2,17,5,1,1,2,2,0,1,0.0,0,0,LEVE,0
6,1,12,0,4,0,-7.739665,-79.11756,0,4,7,1,2,2,2,0,6543.555,2.0,4,4,1.0,14,33,1198.0,0.5499918090709401,76.83811555718916,6120.267665952892,8931.828000000005,1335.5899999999997,1935.9830000000004,5660.255000000005,1219.309,7712.519000000005,13.651281686122925,1,0,0,37.0,33.0,40.0,0.0,0.0,0.0,0.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1,1,1,1,1,1,12,3,2022,9,5,0,0,0,0,2,0,1,0.0,0,0,LEVE,0
0,0,14,2,2,4,-11.98885388113522,-77.05678408991467,0,3,1,1,2,2,2,6,6543.555,2.0,4,4,1.0,14,33,1198.0,0.6853375063928137,80.04346891299102,217176.83083511775,7626.313,1683.4029999999998,1599.0829999999996,4343.827000000001,1814.875,5811.438000000001,23.797541485643197,1,0,1,53.0,53.0,53.0,1.0,1.0,0.0,0.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,1,1,0,0,0,10,1,2021,7,21,2,0,1,0,2,0,1,0.0,0,0,LEVE,0
3,3,13,0,4,1,-6.557046,-79.868481,0,4,7,1,2,2,2,0,1305.18,2.0,2,0,1.0,1,20,163.0,0.4530607633213016,76.60203660440479,18730.47537473233,3459.691,515.0619999999999,689.7280000000001,2254.901,703.3549999999999,2756.336,20.329994788551925,3,0,0,28.0,19.0,39.0,1.0,1.0,0.0,1.0,3,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,19,2,2022,11,28,0,0,1,0,2,0,1,0.0,0,0,LEVE,0
5,1,19,0,4,1,-5.166233,-80.52626,0,4,7,1,2,2,2,2,1305.18,2.0,2,0,1.0,1,20,163.0,0.6220812987247925,80.20155828147696,159840.92719486082,8965.846000060003,1782.4120000599992,636.9959999999999,6546.438000000004,2214.505000059999,6751.341000000004,24.699342371541725,2,1,0,16.0,16.0,16.0,1.0,1.0,0.0,1.0,2,1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,8,1,2023,4,9,6,1,0,0,2,0,1,0.5,0,0,LEVE,0
0,1,14,2,2,4,-12.02103639,-77.08656019,0,3,1,1,2,1,0,0,6543.555,2.0,4,4,1.0,14,33,1198.0,0.7419979630670723,80.31822295927182,739416.2413542903,7626.313,1683.4029999999998,1599.0829999999996,4343.827000000001,1814.875,5811.438000000001,23.797541485643197,1,0,1,42.0,42.0,42.0,1.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,7,1,2023,5,14,6,1,0,0,1,0,1,0.0,0,0,LEVE,0
3,2,12,0,4,2,-7.370709591832695,-79.46864077007683,0,4,7,1,1,2,2,2,6543.555,2.0,4,4,1.0,14,33,1198.0,0.6138517538553948,80.84826225715301,16852.97430406852,8931.828000000005,1335.5899999999997,1935.9830000000004,5660.255000000005,1219.309,7712.519000000005,13.651281686122925,2,0,0,51.0,32.0,70.0,1.0,0.0,0.0,0.0,2,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,1,1,0,0,0,19,2,2022,11,10,3,0,0,0,2,0,1,0.0,0,1,LEVE,0
0,1,21,0,4,1,-5.704024,-77.594965,0,1,7,1,2,2,2,4,7758.33400008,2.0,2,0,1.0,9,20,2133.0,0.395409368693869,74.01814372927417,22212.160599571733,5645.136,815.0759999999999,965.298,3864.762,1013.406,4631.73,17.95184385283189,1,0,1,25.0,25.0,25.0,1.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,13,3,2022,5,8,6,1,0,1,2,0,1,0.0,0,0,LEVE,0
0,1,5,2,3,4,-5.933341,-79.228563,0,0,7,0,4,2,2,4,6543.555,2.0,4,4,1.0,14,33,1198.0,0.3266895658234561,78.92954187259888,9305.942184154175,15935.565011852366,1733.9250000199986,935.692,13265.948011832368,2000.1670000199988,13935.398011832369,12.551591352627522,1,0,1,17.0,17.0,17.0,1.0,1.0,0.0,1.0,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1,1,1,1,0,0,0,7,1,2024,11,27,2,0,1,2,2,0,1,0.0,0,0,LEVE,0
7,0,13,0,4,2,-6.95035,-79.577458,0,4,7,1,7,2,2,0,6543.555,2.0,4,4,1.0,14,33,1198.0,0.5269774463263404,80.68574196150158,9737.584582441114,3459.691,515.0619999999999,689.7280000000001,2254.901,703.3549999999999,2756.336,20.329994788551925,1,0,1,28.0,28.0,28.0,1.0,0.0,0.0,1.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,1,1,1,0,0,0,12,3,2022,9,12,0,0,0,0,2,0,1,0.0,0,1,LEVE,0
6,1,12,0,4,1,-7.18931573,-79.43042277,0,4,7,1,2,2,2,3,6543.555,3.0,2,0,1.0,0,30,1475.0,0.5885704819472196,78.81449187577415,48424.389721627405,8931.828000000005,1335.5899999999997,1935.9830000000004,5660.255000000005,1219.309,7712.519000000005,13.651281686122925,1,0,0,33.0,33.0,33.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,1,0,2024,4,7,6,1,0,0,2,1,1,0.0,0,0,LEVE,0
0,1,5,0,4,2,-7.217339,-78.432768,0,4,7,1,2,0,1,2,6543.555,2.0,4,4,1.0,14,33,1198.0,0.3658867820676106,77.61736312988027,5469.092077087795,15935.565011852366,1733.9250000199986,935.692,13265.948011832368,2000.1670000199988,13935.398011832369,12.551591352627522,1,0,1,35.0,35.0,35.0,1.0,1.0,0.0,1.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,1,1,1,0,0,0,16,3,2023,10,15,6,1,1,2,1,0,1,0.0,0,0,LEVE,0
0,1,20,2,6,4,-15.469164245400664,-70.14080638570546,0,3,2,1,2,2,2,6,6543.555,2.0,4,4,1.0,14,33,1198.0,0.5759734352119,73.55929462493827,232834.39603082248,13642.312999999998,2020.7790000000005,2354.117,9267.416999999998,3314.0520000000006,10328.260999999997,24.29244952817019,1,0,1,32.0,32.0,32.0,1.0,0.0,0.0,1.0,1,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,18,2,2023,2,11,5,1,0,2,2,0,1,0.0,0,0,LEVE,0
0,1,4,2,4,0,-13.05425248,-73.95491305,0,4,7,1,2,1,0,2,6543.555,2.0,4,4,1.0,14,33,1198.0,0.3320448174461976,76.07070288737705,9097.079229122057,12678.733000000004,1805.074000000001,1774.0339999999994,9099.625000000004,2485.375000000001,10193.358000000002,19.602707936195205,1,0,1,48.0,48.0,48.0,1.0,0.0,0.0,0.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1,1,1,0,0,0,3,0,2022,3,12,5,1,0,2,1,0,1,0.0,0,0,LEVE,0
1,1,20,0,4,2,-16.184940582081786,-69.5837063535021,0,4,7,1,7,2,2,2,6543.555,2.0,4,4,1.0,14,33,1198.0,0.4020198374784472,77.80062735845667,50686.62526766595,13642.312999999998,2020.7790000000005,2354.117,9267.416999999998,3314.0520000000006,10328.260999999997,24.29244952817019,1,0,1,37.0,33.0,40.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,1,1,1,1,21,2,2021,8,10,1,0,0,2,2,0,1,0.0,0,1,LEVE,0
0,1,22,0,4,3,-17.548349,-69.535402,0,4,2,1,7,2,2,2,6543.555,2.0,4,4,1.0,14,33,1198.0,0.5200597875929114,75.48128825556356,1891.687366167024,2650.572,630.6729999999998,487.3610000000001,1532.5379999999998,1068.7019999999998,1581.87,40.31967439480987,1,0,1,41.0,41.0,41.0,1.0,0.0,0.0,1.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,1,1,0,0,0,23,2,2023,12,28,3,0,1,0,2,0,1,0.0,0,1,LEVE,0
1,0,14,0,4,1,-10.409898606576563,-77.70758590407858,7,4,7,1,2,2,2,0,616.825,2.0,2,3,0.0,9,6,145.0,0.6268687897946689,82.18096720561557,20521.346895074952,7626.313,1683.4029999999998,1599.0829999999996,4343.827000000001,1814.875,5811.438000000001,23.797541485643197,1,1,1,37.0,33.0,40.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,1,1,12,3,2021,8,12,3,0,0,0,2,0,1,1.0,0,0,LEVE,0
6,1,19,0,4,0,-5.162199,-80.613356,0,4,0,1,1,2,2,0,6543.555,2.0,4,4,1.0,14,33,1198.0,0.6220812987247925,80.20155828147696,159840.92719486082,8965.846000060003,1782.4120000599992,636.9959999999999,6546.438000000004,2214.505000059999,6751.341000000004,24.699342371541725,1,0,0,21.0,21.0,21.0,1.0,0.0,1.0,1.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,1,1,0,0,0,7,1,2021,11,28,6,1,1,0,2,0,1,0.0,0,1,GRAVE_MORTALIDAD,2
0,1,24,2,4,0,-8.352035379068248,-74.59407151257452,0,0,1,1,4,1,0,0,6543.555,2.0,4,4,1.0,14,33,1198.0,0.5478371208327225,74.17370407104559,113671.11777301929,2689.139,392.697,1311.5319999999997,984.91,261.598,2427.541,9.727946379863592,1,0,1,44.0,44.0,44.0,1.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1,1,1,0,0,0,21,2,2024,5,12,6,1,0,1,1,0,1,0.0,0,0,LEVE,0
0,1,12,0,2,4,-8.087147,-79.002193,0,4,7,1,2,2,2,4,6543.555,2.0,4,4,1.0,14,33,1198.0,0.5628682280502054,79.35078533424159,209189.32119914345,8931.828000000005,1335.5899999999997,1935.9830000000004,5660.255000000005,1219.309,7712.519000000005,13.651281686122925,1,0,1,24.0,24.0,24.0,1.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1,1,1,0,0,0,21,2,2021,11,30,1,0,1,0,2,0,1,0.0,0,0,LEVE,0
3,1,13,2,2,4,-6.78138,-79.8371,0,3,1,1,2,2,2,0,6543.555,2.0,4,4,1.0,14,33,1198.0,0.6336758582443321,79.57413791335281,284974.83725910063,3459.691,515.0619999999999,689.7280000000001,2254.901,703.3549999999999,2756.336,20.329994788551925,2,0,0,39.5,17.0,62.0,1.0,1.0,1.0,1.0,2,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1,1,1,1,0,0,0,18,2,2022,4,10,6,1,0,0,2,0,1,0.0,0,0,LEVE,0
3,2,20,0,4,1,-16.488321601736654,-69.11035532776755,5,4,7,1,2,1,1,2,7586.903,2.0,2,0,1.0,9,5,1198.0,0.2394362064959017,73.4288503002124,17422.250535331903,13642.312999999998,2020.7790000000005,2354.117,9267.416999999998,3314.0520000000006,10328.260999999997,24.29244952817019,2,0,0,34.5,32.0,37.0,1.0,0.0,0.0,0.0,2,0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,22,2,2022,6,4,5,1,0,2,2,0,1,0.0,0,0,LEVE,0
3,2,14,0,4,1,-10.65534662249617,-77.8399700098646,7,4,7,1,2,2,2,2,6543.555,3.0,2,0,1.0,0,30,1475.0,0.6268687897946689,82.18096720561557,20521.346895074952,7626.313,1683.4029999999998,1599.0829999999996,4343.827000000001,1814.875,5811.438000000001,23.797541485643197,2,0,0,25.0,22.0,28.0,1.0,1.0,0.0,1.0,2,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,2,0,2021,4,12,0,0,0,0,2,1,1,0.0,0,0,LEVE,0
3,2,4,2,4,1,-13.1870753,-74.2081645,0,3,0,0,2,1,0,2,7586.903,2.0,2,0,1.0,9,5,1198.0,0.5434028420964154,74.57852402616055,55908.47323340471,12678.733000000004,1805.074000000001,1774.0339999999994,9099.625000000004,2485.375000000001,10193.358000000002,19.602707936195205,2,0,0,45.0,38.0,52.0,1.0,0.0,1.0,1.0,2,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,2023,4,5,2,0,0,2,1,0,1,0.0,1,0,LEVE,0
