CLASE SINIESTRO,CANTIDAD DE VEHICULOS DAÑADOS,DEPARTAMENTO,ZONA,TIPO DE VÍA,RED VIAL,COORDENADAS LATITUD,COORDENADAS  LONGITUD,CONDICIÓN CLIMÁTICA,ZONIFICACIÓN,CARACTERÍSTICAS DE VÍA,PERFIL LONGITUDINAL VÍA,SUPERFICIE DE CALZADA,¿EXISTE SEÑAL VERTICAL?,¿EXISTE SEÑAL HORIZONTAL?,CAUSA FACTOR PRINCIPAL,MTC_RVN_LONGITUD_KM,MTC_RVN_N_CARRILES_MEDIANA,MTC_RVN_SUPERFICIE_DOMINANTE,MTC_RVN_ESTADO_DOMINANTE,MTC_RVN_ES_CONCESIONADA,MTC_RVN_CONCESION_PRINCIPAL,MTC_RVN_CORREDOR_LOGISTICO,MTC_RVN_N_TRAMOS,IDH_2019,IDH_ESP_VIDA_2019,IDH_POBLACION_2019,MTC_DEP_RED_TOTAL_KM,MTC_DEP_NACIONAL_TOTAL_KM,MTC_DEP_DEPARTAMENTAL_TOTAL_KM,MTC_DEP_VECINAL_TOTAL_KM,MTC_DEP_PAV_TOTAL_KM,MTC_DEP_NO_PAV_TOTAL_KM,MTC_DEP_PCT_PAVIMENTADA,PER_N_CONDUCTORES,PER_N_CONDUCTORES_FUGADOS,PER_N_PEATONES,PER_EDAD_COND_PROM,PER_EDAD_COND_MIN,PER_EDAD_COND_MAX,PER_ANY_COND_MASCULINO,PER_ANY_LIC_PROBLEMA,PER_ANY_DOSAJE_POS,PER_ANY_DOSAJE_EVALUADO,VEH_TOTAL,VEH_N_FUGADOS,VEH_ANY_FUGADO,VEH_ANY_CARGA,VEH_ANY_PUBLICO,VEH_ANY_PARTICULAR,VEH_ANY_MOTO,VEH_ANY_AUTO,VEH_ANY_CAMION_BUS,VEH_ANY_SOAT_PROBLEMA,VEH_ANY_CITV_PROBLEMA,VEH_ANY_SEGURO_PROBLEMA,MTC_RVN_LONGITUD_KM_ERA_NULO,MTC_RVN_N_CARRILES_MEDIANA_ERA_NULO,MTC_RVN_ES_CONCESIONADA_ERA_NULO,MTC_RVN_N_TRAMOS_ERA_NULO,PER_EDAD_COND_PROM_ERA_NULO,PER_EDAD_COND_MIN_ERA_NULO,PER_EDAD_COND_MAX_ERA_NULO,HORA_NUM,FRANJA_HORARIA,ANIO,MES,DIA_MES,DIA_SEMANA,ES_FIN_SEMANA,ES_QUINCENA,REGION_NATURAL,NIVEL_SEÑALIZACION_ORD,ES_VIA_MULTICARRIL,ES_DEPTO_BAJO_PAVIMENTO,RATIO_CONDUCTORES_FUGADOS,ES_CURVA_Y_PENDIENTE,ES_VIA_NO_PAVIMENTADA,CATEGORIA_SEVERIDAD,CATEGORIA_SEVERIDAD_ENC
3,1,19,0,4,0,-4.982013,-80.56318,0,4,7,1,2,2,2,0,6543.555,2.0,4,4,1.0,14,33,1198.0,0.6220812987247925,80.20155828147696,159840.92719486082,8965.846000060003,1782.4120000599992,636.9959999999999,6546.438000000004,2214.505000059999,6751.341000000004,24.699342371541725,2,0,0,42.0,20.0,64.0,1.0,1.0,1.0,1.0,2,0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1,1,1,1,0,0,0,23,2,2023,11,2,3,0,0,0,2,0,1,0.0,0,0,LEVE,0
10,1,12,0,4,2,-7.392739,-79.495388,0,4,7,1,2,2,2,4,6543.555,2.0,4,4,1.0,14,33,1198.0,0.6138517538553948,80.84826225715301,16852.97430406852,8931.828000000005,1335.5899999999997,1935.9830000000004,5660.255000000005,1219.309,7712.519000000005,13.651281686122925,1,0,0,26.0,26.0,26.0,1.0,0.0,0.0,0.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,1,1,0,0,0,14,3,2021,10,7,3,0,0,0,2,0,1,0.0,0,0,GRAVE_MORTALIDAD,2
3,1,11,0,4,1,-10.91089928075512,-76.06661079155415,5,4,7,1,2,1,1,2,9936.932,2.0,2,0,1.0,9,32,3830.0,0.4515021227868664,71.4196998727447,6161.010706638115,12264.545,1826.4639999999995,1105.5389999999998,9332.542,1588.5359999999996,10676.009,12.952261987705208,2,0,0,73.0,68.0,78.0,1.0,0.0,0.0,1.0,2,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,15,3,2023,5,9,1,0,0,2,2,0,1,0.0,0,0,GRAVE_MORTALIDAD,2
0,1,14,2,2,4,-11.957287243185698,-77.05289503640583,0,0,7,1,2,2,2,0,6543.555,2.0,4,4,1.0,14,33,1198.0,0.7218926988400113,80.0902077245261,530000.3426124197,7626.313,1683.4029999999998,1599.0829999999996,4343.827000000001,1814.875,5811.438000000001,23.797541485643197,1,0,1,43.0,43.0,43.0,1.0,0.0,0.0,0.0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1,1,1,1,0,0,0,11,1,2023,4,2,6,1,0,0,2,0,1,0.0,0,0,LEVE,0
3,2,13,2,4,1,-6.366941,-79.789168,0,4,7,1,2,2,2,0,1305.18,2.0,2,0,1.0,1,20,163.0,0.5059173540051534,75.20849370321716,18529.839400428264,3459.691,515.0619999999999,689.7280000000001,2254.901,703.3549999999999,2756.336,20.329994788551925,2,1,0,40.0,40.0,40.0,1.0,1.0,0.0,0.0,2,0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,18,2,2022,10,28,4,0,1,0,2,0,1,0.5,0,0,LEVE,0
0,1,12,0,4,1,-7.418904,-79.508174,0,4,0,1,2,2,2,2,6543.555,3.0,2,0,1.0,0,30,1475.0,0.6138517538553948,80.84826225715301,16852.97430406852,8931.828000000005,1335.5899999999997,1935.9830000000004,5660.255000000005,1219.309,7712.519000000005,13.651281686122925,1,0,1,35.0,35.0,35.0,1.0,0.0,0.0,0.0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,6,1,2023,2,12,6,1,0,0,2,1,1,0.0,0,0,LEVE,0
10,1,5,0,4,1,-6.726774,-78.577094,0,4,7,1,2,0,1,0,9936.932,2.0,2,0,1.0,9,32,3830.0,0.4526491117658796,79.17132243679694,15625.811563169163,15935.565011852366,1733.9250000199986,935.692,13265.948011832368,2000.1670000199988,13935.398011832369,12.551591352627522,1,0,0,18.0,18.0,18.0,1.0,0.0,1.0,1.0,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,3,0,2023,7,30,6,1,1,2,1,0,1,0.0,0,0,GRAVE_MORTALIDAD,2
3,2,21,0,4,1,-6.052769,-77.156114,0,4,7,1,2,2,2,0,7758.33400008,2.0,2,0,1.0,9,20,2133.0,0.5963332411867256,73.80959983510441,24031.167023554604,5645.136,815.0759999999999,965.298,3864.762,1013.406,4631.73,17.95184385283189,2,0,0,38.5,30.0,47.0,1.0,0.0,0.0,0.0,2,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,20,2,2025,12,13,5,1,0,1,2,0,1,0.0,0,0,LEVE,0
1,1,11,2,6,4,-12.134915250942027,-75.22172819227636,0,4,7,1,2,2,2,2,6543.555,2.0,4,4,1.0,14,33,1198.0,0.4869005705010076,71.27758642633061,9077.69807280514,12264.545,1826.4639999999995,1105.5389999999998,9332.542,1588.5359999999996,10676.009,12.952261987705208,1,1,1,37.0,33.0,40.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,1,1,1,1,21,2,2022,9,19,0,0,1,2,2,0,1,1.0,0,0,LEVE,0
3,2,21,0,4,1,-6.032884,-77.203903,0,4,7,1,2,1,0,2,7758.33400008,2.0,2,0,1.0,9,20,2133.0,0.5963332411867256,73.80959983510441,24031.167023554604,5645.136,815.0759999999999,965.298,3864.762,1013.406,4631.73,17.95184385283189,2,0,0,40.0,30.0,50.0,1.0,0.0,0.0,0.0,2,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,21,2,2024,1,24,2,0,1,1,1,0,1,0.0,0,0,LEVE,0
6,1,10,0,4,1,-13.630134,-76.152208,0,4,7,1,2,2,2,2,6639.975,2.0,2,0,1.0,9,31,1616.0,0.5723734005661165,76.14778354007997,24272.76659528908,3721.461,698.1859999999996,744.866,2278.409,1102.9029999999996,2618.558,29.636290693359403,1,0,0,46.0,46.0,46.0,1.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,5,0,2021,3,2,1,0,0,0,2,0,1,0.0,0,0,LEVE,0
0,1,19,0,4,1,-5.227757585565833,-80.65413186806087,0,4,7,1,2,2,2,4,6543.555,3.0,2,0,1.0,0,30,1475.0,0.5034350778485951,78.14388603810477,76220.84796573877,8965.846000060003,1782.4120000599992,636.9959999999999,6546.438000000004,2214.505000059999,6751.341000000004,24.699342371541725,1,0,1,67.0,67.0,67.0,1.0,0.0,0.0,1.0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,21,2,2023,5,15,0,0,1,0,2,1,1,0.0,0,0,LEVE,0
0,1,11,2,4,1,-11.734159642247311,-75.5435030793657,0,4,7,1,2,0,1,0,311.82,2.0,2,0,0.0,9,32,74.0,0.4846609581848212,71.70970037684953,5696.379014989293,12264.545,1826.4639999999995,1105.5389999999998,9332.542,1588.5359999999996,10676.009,12.952261987705208,1,0,1,37.0,37.0,37.0,1.0,0.0,0.0,1.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,11,1,2023,3,16,3,0,1,2,1,0,1,0.0,0,0,LEVE,0
1,1,12,2,4,1,-8.136703,-79.027147,0,4,7,1,2,2,2,2,6543.555,3.0,2,0,1.0,0,30,1475.0,0.7151155191839451,79.57652607829836,331253.00214132766,8931.828000000005,1335.5899999999997,1935.9830000000004,5660.255000000005,1219.309,7712.519000000005,13.651281686122925,1,1,1,37.0,33.0,40.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,1,1,14,3,2022,2,4,4,0,0,0,2,1,1,1.0,0,0,LEVE,0
0,0,14,2,4,1,-12.005992210769222,-76.84781483192452,0,0,7,1,2,2,2,0,875.67,2.0,2,0,1.0,3,14,156.0,0.6868549636939637,79.62363164345142,684921.8484148846,7626.313,1683.4029999999998,1599.0829999999996,4343.827000000001,1814.875,5811.438000000001,23.797541485643197,1,0,1,39.0,39.0,39.0,1.0,0.0,0.0,1.0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,12,3,2022,2,25,4,0,1,0,2,0,1,0.0,0,0,LEVE,0
0,1,14,2,2,4,-12.160470244692483,-76.98934716155456,0,3,1,1,2,2,2,0,6543.555,2.0,4,4,1.0,14,33,1198.0,0.8017574897902351,80.48487267736287,359776.608137045,7626.313,1683.4029999999998,1599.0829999999996,4343.827000000001,1814.875,5811.438000000001,23.797541485643197,2,0,1,38.5,24.0,53.0,1.0,0.0,0.0,0.0,2,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1,1,1,1,0,0,0,15,3,2025,2,5,2,0,0,0,2,0,1,0.0,0,0,LEVE,0
3,1,14,2,2,4,-12.089157932744463,-77.01169798641595,0,0,2,0,2,1,1,2,6543.555,2.0,4,4,1.0,14,33,1198.0,0.7141594849782824,79.90829932185413,156887.87152034265,7626.313,1683.4029999999998,1599.0829999999996,4343.827000000001,1814.875,5811.438000000001,23.797541485643197,2,0,1,52.0,37.0,67.0,1.0,0.0,0.0,0.0,2,0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1,1,1,1,0,0,0,2,0,2024,10,23,2,0,1,0,2,0,1,0.0,0,0,LEVE,0
6,1,8,0,4,1,-12.8091535047631,-74.92519732044848,7,4,7,1,2,2,2,0,943.58,1.0,1,0,0.0,9,32,135.0,0.6115577679846016,69.4715106582134,41539.0278372591,8511.426,1445.3929999999996,2008.516,5057.516999999999,1879.579,6631.846999999998,22.08300935706896,1,0,0,30.0,30.0,30.0,1.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,11,1,2024,8,16,4,0,1,2,2,0,1,0.0,0,0,LEVE,0
3,2,7,0,4,1,-13.429176,-71.863166,0,4,7,1,2,2,2,2,168.34499999999997,2.0,2,3,0.0,9,32,55.0,0.3854606520670675,78.88797910851082,4673.113490364026,17779.13499998999,2097.3709999899997,2863.123,12818.640999999989,2878.713,14900.421999989989,16.19152450331032,2,0,0,46.0,46.0,46.0,1.0,1.0,0.0,0.0,2,0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,9,1,2021,9,9,3,0,0,2,2,0,1,0.0,0,0,LEVE,0
10,1,14,2,4,1,-11.986382,-77.064734,0,0,7,1,2,2,2,2,6543.555,3.0,2,0,1.0,0,30,1475.0,0.6853375063928137,80.04346891299102,217176.83083511775,7626.313,1683.4029999999998,1599.0829999999996,4343.827000000001,1814.875,5811.438000000001,23.797541485643197,1,0,0,39.0,39.0,39.0,1.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,0,2024,3,25,0,0,1,0,2,1,1,0.0,0,0,LEVE,0
6,1,5,0,4,1,-6.882722,-78.135623,0,4,0,0,2,1,0,2,2760.8550000000005,1.0,1,3,0.0,9,32,1208.0,0.4626426475820469,68.55306494378911,29011.38543897216,15935.565011852366,1733.9250000199986,935.692,13265.948011832368,2000.1670000199988,13935.398011832369,12.551591352627522,1,0,0,23.0,23.0,23.0,1.0,0.0,1.0,1.0,1,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,3,0,2024,5,10,4,0,0,2,1,0,1,0.0,1,0,LEVE,0
0,0,2,0,4,1,-14.51889722017264,-73.2761202903143,0,4,7,1,2,1,0,4,2238.6850000000004,2.0,2,0,1.0,4,27,115.0,0.3664074671664916,64.98461839600242,4508.062098501071,8358.971,1282.451,1298.0969999999998,5778.423,1432.683,6926.288,17.139466089785454,1,0,1,29.0,29.0,29.0,1.0,0.0,0.0,1.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,17,3,2021,1,5,1,0,0,2,1,0,1,0.0,0,0,LEVE,0
0,1,14,0,4,1,-12.229058,-76.968159,0,2,7,1,2,0,1,0,6639.975,2.0,2,0,1.0,9,31,1616.0,0.6990481232857558,80.14597904142546,459161.0728051392,7626.313,1683.4029999999998,1599.0829999999996,4343.827000000001,1814.875,5811.438000000001,23.797541485643197,1,0,1,35.0,35.0,35.0,1.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,23,2,2023,12,7,3,0,0,0,1,0,1,0.0,0,0,LEVE,0
0,0,14,2,2,4,-12.076392689319754,-76.99618090398323,0,3,7,1,2,2,2,0,6543.555,2.0,4,4,1.0,14,33,1198.0,0.7932581306844921,81.51631118964869,53672.69593147752,7626.313,1683.4029999999998,1599.0829999999996,4343.827000000001,1814.875,5811.438000000001,23.797541485643197,1,0,1,21.0,21.0,21.0,1.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1,1,0,0,0,7,1,2021,4,16,4,0,1,0,2,0,1,0.0,0,0,LEVE,0
2,1,5,0,4,2,-6.170657,-79.018362,0,4,0,0,2,2,2,2,6543.555,2.0,4,4,1.0,14,33,1198.0,0.2742253135147108,74.59588535012482,14725.552462526768,15935.565011852366,1733.9250000199986,935.692,13265.948011832368,2000.1670000199988,13935.398011832369,12.551591352627522,1,0,0,26.0,26.0,26.0,1.0,1.0,0.0,1.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,1,1,1,0,0,0,4,0,2024,7,4,3,0,0,2,2,0,1,0.0,1,0,LEVE,0
3,1,14,2,4,2,-11.985049,-76.93855,6,5,6,2,6,2,2,0,6543.555,2.0,4,4,1.0,14,33,1198.0,0.6831952456039544,78.60873873772867,255143.7301927195,7626.313,1683.4029999999998,1599.0829999999996,4343.827000000001,1814.875,5811.438000000001,23.797541485643197,2,0,0,37.0,33.0,40.0,1.0,1.0,0.0,0.0,2,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,21,2,2022,4,20,2,0,1,0,2,0,1,0.0,0,0,LEVE,0
0,1,12,0,4,1,-8.9568,-78.629543,0,4,7,1,2,2,2,2,6543.555,3.0,2,0,1.0,0,30,1475.0,0.4867987483268106,77.5825534369154,9838.736616702356,8931.828000000005,1335.5899999999997,1935.9830000000004,5660.255000000005,1219.309,7712.519000000005,13.651281686122925,1,0,1,42.0,42.0,42.0,1.0,0.0,0.0,1.0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,2,0,2021,10,18,0,0,1,0,2,1,1,0.0,0,0,LEVE,0
6,1,0,0,4,1,-6.3680518514848,-77.514785827684,0,4,0,0,7,2,2,0,2760.8550000000005,1.0,1,3,0.0,9,32,1208.0,0.4828187626600175,73.00435172260774,1369.3297644539612,3903.732,1155.121,585.018,2163.5930000000003,943.591,2960.1410000000005,24.17151074920102,1,0,0,60.0,60.0,60.0,1.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,9,1,2024,3,28,3,0,1,1,2,0,1,0.0,1,1,GRAVE_MORTALIDAD,2
0,1,7,2,4,1,-13.5657362822115,-71.8359251424733,0,3,7,1,2,2,2,4,7586.903,2.0,2,0,1.0,9,5,1198.0,0.5196848738299176,77.87933372563211,6457.1220556745175,17779.13499998999,2097.3709999899997,2863.123,12818.640999999989,2878.713,14900.421999989989,16.19152450331032,1,0,1,33.0,33.0,33.0,1.0,0.0,0.0,0.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,8,1,2021,5,26,2,0,1,2,2,0,1,0.0,0,0,LEVE,0
6,1,14,2,4,1,-12.03759524285303,-77.0130790931527,0,2,7,1,2,2,2,2,6543.555,3.0,2,0,1.0,0,30,1475.0,0.7300036506368504,80.21724456394445,156759.78800856532,7626.313,1683.4029999999998,1599.0829999999996,4343.827000000001,1814.875,5811.438000000001,23.797541485643197,1,0,0,24.0,24.0,24.0,1.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,5,0,2024,3,29,4,0,1,0,2,1,1,0.0,0,0,LEVE,0
2,2,7,0,4,0,-12.617882,-73.08501,7,4,0,0,1,2,2,2,6543.555,2.0,4,4,1.0,14,33,1198.0,0.4297325556987851,76.15904795703717,29458.58458244112,17779.13499998999,2097.3709999899997,2863.123,12818.640999999989,2878.713,14900.421999989989,16.19152450331032,2,0,0,37.0,26.0,48.0,1.0,1.0,0.0,1.0,2,0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,1,1,1,0,0,0,13,3,2024,2,26,0,0,1,2,2,0,1,0.0,1,1,GRAVE_MORTALIDAD,2
3,2,12,0,4,1,-7.84524,-79.150883,0,4,7,1,2,2,2,2,6543.555,3.0,2,0,1.0,0,30,1475.0,0.5721567587688113,77.67102283812494,15563.077087794432,8931.828000000005,1335.5899999999997,1935.9830000000004,5660.255000000005,1219.309,7712.519000000005,13.651281686122925,2,0,0,51.0,47.0,55.0,1.0,1.0,0.0,0.0,2,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,9,1,2021,1,3,6,1,0,0,2,1,1,0.0,0,0,LEVE,0
0,0,14,2,7,4,-12.236408526628123,-76.92045476347974,0,1,7,1,2,2,2,0,6543.555,2.0,4,4,1.0,14,33,1198.0,0.6990481232857558,80.14597904142546,459161.0728051392,7626.313,1683.4029999999998,1599.0829999999996,4343.827000000001,1814.875,5811.438000000001,23.797541485643197,1,0,1,66.0,66.0,66.0,1.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,16,3,2021,8,13,4,0,0,0,2,0,1,0.0,0,0,LEVE,0
3,2,5,0,4,1,-7.199469,-78.373078,0,4,7,1,2,2,2,2,9936.932,2.0,2,0,1.0,9,32,3830.0,0.3658867820676106,77.61736312988027,5469.092077087795,15935.565011852366,1733.9250000199986,935.692,13265.948011832368,2000.1670000199988,13935.398011832369,12.551591352627522,2,0,0,48.0,32.0,64.0,1.0,0.0,0.0,1.0,2,0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,2024,11,25,0,0,1,2,2,0,1,0.0,0,0,GRAVE_MORTALIDAD,2
6,1,7,0,4,1,-13.31189558,-72.10391432,0,4,7,1,2,1,0,4,3447.8009999999995,1.0,2,3,0.0,9,12,1109.0,0.5961225511084856,78.53035911580116,21509.777301927195,17779.13499998999,2097.3709999899997,2863.123,12818.640999999989,2878.713,14900.421999989989,16.19152450331032,1,0,0,42.0,42.0,42.0,1.0,0.0,0.0,1.0,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,7,1,2024,5,10,4,0,0,2,1,0,1,0.0,0,0,LEVE,0
1,1,14,2,4,1,-11.595705,-77.254904,0,4,7,1,2,2,2,0,6543.555,3.0,2,0,1.0,0,30,1475.0,0.6328991168419597,79.8522840328396,65701.61456102783,7626.313,1683.4029999999998,1599.0829999999996,4343.827000000001,1814.875,5811.438000000001,23.797541485643197,1,1,1,37.0,33.0,40.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,1,1,4,0,2021,11,7,6,1,0,0,2,1,1,1.0,0,0,LEVE,0
1,0,14,2,2,4,-12.019697224430727,-76.91999853447619,0,2,7,1,2,2,2,0,6543.555,2.0,4,4,1.0,14,33,1198.0,0.6831952456039544,78.60873873772867,255143.7301927195,7626.313,1683.4029999999998,1599.0829999999996,4343.827000000001,1814.875,5811.438000000001,23.797541485643197,1,1,1,37.0,33.0,40.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,1,1,1,1,4,0,2022,2,15,1,0,1,0,2,0,1,1.0,0,0,LEVE,0
7,1,14,2,1,4,-12.007382682308082,-76.87868439810828,0,0,2,0,7,2,2,0,6543.555,2.0,4,4,1.0,14,33,1198.0,0.6831952456039544,78.60873873772867,255143.7301927195,7626.313,1683.4029999999998,1599.0829999999996,4343.827000000001,1814.875,5811.438000000001,23.797541485643197,1,0,1,69.0,69.0,69.0,1.0,1.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,1,1,1,0,0,0,7,1,2022,12,18,6,1,1,0,2,0,1,0.0,0,1,LEVE,0
3,2,21,0,4,1,-6.039307,-77.063784,0,4,7,1,2,1,0,2,7758.33400008,2.0,2,0,1.0,9,20,2133.0,0.5147882301210585,74.70882653725891,4267.862955032119,5645.136,815.0759999999999,965.298,3864.762,1013.406,4631.73,17.95184385283189,2,0,0,34.5,22.0,47.0,1.0,0.0,0.0,0.0,2,0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,15,3,2023,4,18,1,0,1,1,1,0,1,0.0,0,0,LEVE,0
3,1,12,0,4,1,-7.460453,-79.451174,0,4,7,1,2,2,2,2,6543.555,3.0,2,0,1.0,0,30,1475.0,0.6138517538553948,80.84826225715301,16852.97430406852,8931.828000000005,1335.5899999999997,1935.9830000000004,5660.255000000005,1219.309,7712.519000000005,13.651281686122925,2,0,0,42.0,42.0,42.0,1.0,0.0,0.0,1.0,2,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,16,3,2022,6,25,5,1,1,0,2,1,1,0.0,0,0,LEVE,0
0,1,3,2,4,1,-16.312718,-71.609441,7,3,7,1,2,0,1,0,1504.4250000000002,2.0,2,0,1.0,7,25,241.0,0.6411767862503931,77.2408324916572,193412.3169164882,10322.272,1495.236,1749.739,7077.2970000000005,2886.595,7435.677000000001,27.964725207783708,1,0,1,22.0,22.0,22.0,1.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,14,3,2021,10,23,5,1,1,0,1,0,1,0.0,0,0,LEVE,0
6,1,20,0,4,0,-16.2663225,-69.0793557,0,4,0,0,2,0,1,2,6543.555,2.0,4,4,1.0,14,33,1198.0,0.4165447461855686,74.77127585660097,23516.528907922908,13642.312999999998,2020.7790000000005,2354.117,9267.416999999998,3314.0520000000006,10328.260999999997,24.29244952817019,1,0,0,41.0,41.0,41.0,1.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1,1,1,1,0,0,0,0,0,2022,3,2,2,0,0,2,1,0,1,0.0,1,0,GRAVE_LESIONADOS,1
0,1,11,2,4,1,-12.033926193787016,-75.23212692492673,0,0,1,1,2,0,1,4,7586.903,2.0,2,0,1.0,9,5,1198.0,0.6349620447591086,73.34739425042062,167365.50535331905,12264.545,1826.4639999999995,1105.5389999999998,9332.542,1588.5359999999996,10676.009,12.952261987705208,1,0,1,35.0,35.0,35.0,1.0,0.0,0.0,1.0,1,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,13,3,2023,6,30,4,0,1,2,1,0,1,0.0,0,0,LEVE,0
3,1,11,0,4,1,-11.45558,-74.49283,6,5,6,2,6,2,2,0,1337.175,1.0,1,3,0.0,9,32,315.0,0.3570817332180048,73.74932476832508,66993.35796966725,12264.545,1826.4639999999995,1105.5389999999998,9332.542,1588.5359999999996,10676.009,12.952261987705208,2,0,0,50.0,39.0,61.0,1.0,0.0,0.0,0.0,2,0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,20,2,2021,11,1,0,0,0,2,2,0,1,0.0,0,0,LEVE,0
6,1,10,0,4,1,-13.733104,-75.923859,0,4,7,1,2,2,2,2,1679.5849999999998,2.0,2,3,1.0,9,24,315.0,0.5476064687943295,72.89816640240538,5923.768736616702,3721.461,698.1859999999996,744.866,2278.409,1102.9029999999996,2618.558,29.636290693359403,1,0,0,32.0,32.0,32.0,1.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,7,1,2021,2,27,5,1,1,0,2,0,1,0.0,0,0,LEVE,0
