CLASE SINIESTRO,CANTIDAD DE FALLECIDOS,CANTIDAD DE LESIONADOS,CANTIDAD DE VEHICULOS DAÑADOS,DEPARTAMENTO,PROVINCIA,DISTRITO,ZONA,TIPO DE VÍA,RED VIAL,COD CARRETERA,COORDENADAS LATITUD,COORDENADAS  LONGITUD,CONDICIÓN CLIMÁTICA,ZONIFICACIÓN,CARACTERÍSTICAS DE VÍA,PERFIL LONGITUDINAL VÍA,SUPERFICIE DE CALZADA,¿EXISTE SEÑAL VERTICAL?,CLASIFICACIÓN DE LA SEÑAL VERTICAL Nº 1,CLASIFICACIÓN DE LA SEÑAL VERTICAL Nº 2,¿EXISTE SEÑAL HORIZONTAL?,CAUSA FACTOR PRINCIPAL,CAUSA ESPECÍFICA,AÑO,MES,DIA_SEMANA,ES_FIN_SEMANA,HORA_NUM,FRANJA_HORARIA,REGION_NATURAL,CATEGORIA_SEVERIDAD,MORTALIDAD_MULTIPLE,LESION_MULTIPLE
CHOQUE FUGA,1,0,1,LIMA,LIMA,SAN JUAN DE MIRAFLORES,URBANA,CARRETERA,NACIONAL,PE-1S,-12.16194462976457,-76.98192432664051,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2025,3,4,0,3,MADRUGADA,COSTA,LEVE,0,0
CHOQUE,1,10,1,AREQUIPA,ISLAY,MOLLENDO,RURAL,CARRETERA,NACIONAL,PE-1SD,-17.0575,-71.95849,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,NO,SIN_DATO,SIN_DATO,SI,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2025,3,4,0,16,TARDE,COSTA,GRAVE_LESIONADOS,0,1
CHOQUE,1,0,2,CUSCO,CHUMBIVILCAS,SANTO TOMAS,RURAL,CARRETERA,DEPARTAMENTAL,CU-119,-14.446591,-72.079601,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,CONCRETO,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,2025,3,4,0,18,NOCHE,SIERRA,LEVE,0,0
CHOQUE,1,0,1,LIMA,LIMA,SANTIAGO DE SURCO,URBANA,CARRETERA,NACIONAL,PE-1S,-12.135850293883976,-76.97998942961415,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2025,3,4,0,19,NOCHE,COSTA,LEVE,0,0
VOLCADURA,1,0,1,CAJAMARCA,CELENDIN,SOROCHUCO,RURAL,CARRETERA,NACIONAL,PE-1NB,-6.939397,-78.259724,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,AFIRMADO,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),2025,3,4,0,23,NOCHE,SIERRA,LEVE,0,0
CHOQUE,2,0,1,LIMA,LIMA,SAN JUAN DE LURIGANCHO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.00268472021164,-76.99916099591141,DESPEJADO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,NO,SIN_DATO,SIN_DATO,SI,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2025,3,5,1,6,MAÑANA,COSTA,GRAVE_MORTALIDAD,1,0
ATROPELLO,1,0,1,LIMA,LIMA,COMAS,URBANA,JIRÓN,URBANO,NO CORRESPONDE,-11.935175885021312,-77.04993106372453,DESPEJADO,RESIDENCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2025,3,5,1,8,MAÑANA,COSTA,LEVE,0,0
CHOQUE,1,0,1,LIMA,LIMA,VILLA EL SALVADOR,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.19896737371696,-76.96097888547162,DESPEJADO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2025,3,5,1,14,TARDE,COSTA,LEVE,0,0
ATROPELLO,1,0,1,CAJAMARCA,CELENDIN,CELENDIN,URBANA,CALLE,URBANO,NO CORRESPONDE,-6.881412,-78.145238,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,TROCHA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2025,3,5,1,16,TARDE,SIERRA,LEVE,0,0
DESPISTE,1,0,1,CAJAMARCA,CAJABAMBA,CAJABAMBA,RURAL,CARRETERA,NACIONAL,PE-3N,-7.603497,-78.088976,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2025,3,5,1,19,NOCHE,SIERRA,LEVE,0,0
ATROPELLO,1,0,1,LIMA,LIMA,CHORRILLOS,URBANA,CARRETERA,NACIONAL,PE-1S,-12.197633,-76.973395,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2025,3,6,1,0,MADRUGADA,COSTA,LEVE,0,0
ATROPELLO FUGA,1,0,1,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,URBANA,CARRETERA,NACIONAL,PE-26,-12.782368,-74.961942,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2025,3,6,1,2,MADRUGADA,SIERRA,LEVE,0,0
CHOQUE,1,0,1,AREQUIPA,AREQUIPA,LA JOYA,RURAL,CARRETERA,NACIONAL,PE-1S,-16.52703,-71.78385,SOLEADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,REGULADORA (R),INFORMATIVA (I),NO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2025,3,6,1,9,MAÑANA,COSTA,LEVE,0,0
DESPISTE,2,0,1,CUSCO,CALCA,SAN SALVADOR,RURAL,CARRETERA,NACIONAL,PE-28B,-13.511812361833362,-71.76045836596545,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,2025,3,6,1,16,TARDE,SIERRA,GRAVE_MORTALIDAD,1,0
DESPISTE,1,0,1,LIMA,LIMA,PACHACAMAC,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.102816601332831,-76.87711908836353,DESPEJADO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,NO,SIN_DATO,SIN_DATO,SI,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2025,3,0,0,8,MAÑANA,COSTA,LEVE,0,0
ATROPELLO,1,0,1,LIMA,LIMA,SANTIAGO DE SURCO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.155553268803695,-76.98407582203018,DESPEJADO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2025,3,0,0,21,NOCHE,COSTA,LEVE,0,0
VOLCADURA,1,0,1,AREQUIPA,AREQUIPA,CERRO COLORADO,URBANA,CARRETERA,NACIONAL,PE-34A,-16.37415,-71.57549,SOLEADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,NO,SIN_DATO,SIN_DATO,SI,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2025,3,1,0,7,MAÑANA,COSTA,LEVE,0,0
DESPISTE,1,2,1,AREQUIPA,CAYLLOMA,CALLALLI,RURAL,CARRETERA,DEPARTAMENTAL,AR-111,-15.509415,-71.412566,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2025,3,1,0,17,TARDE,COSTA,LEVE,0,0
DESPISTE,1,0,1,CUSCO,ACOMAYO,MOSOC LLACTA,RURAL,CARRETERA,PROVINCIAL,CU-1642,-14.097123,-71.444613,NUBLADO,RURAL,TRAMO RECTO,PLANA ,TROCHA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,2025,3,1,0,18,NOCHE,SIERRA,LEVE,0,0
DESPISTE,1,0,1,CUSCO,CANAS,CHECCA,RURAL,CARRETERA,DEPARTAMENTAL,CU-130,-14.428224,-71.421105,LLUVIOSO,RURAL,PUENTE,PLANA ,ASFALTADA,NO,SIN_DATO,SIN_DATO,SI,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,2025,3,1,0,19,NOCHE,SIERRA,LEVE,0,0
DESPISTE,1,0,1,AREQUIPA,AREQUIPA,VITOR,RURAL,CARRETERA,PROVINCIAL,AR-743,-16.565476,-71.936899,DESPEJADO,RURAL,CURVA,PLANA ,ASFALTADA,NO,SIN_DATO,SIN_DATO,SI,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2025,3,2,0,6,MAÑANA,COSTA,LEVE,0,0
DESPISTE,1,1,1,LIMA,HUARAL,ATAVILLOS BAJO,RURAL,CARRETERA,DEPARTAMENTAL,LM-109,-11.3315901,-76.859675,DESPEJADO,RURAL,CURVA,INCLINADA,CONCRETO,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2025,3,2,0,16,TARDE,COSTA,LEVE,0,0
ATROPELLO,1,0,1,CUSCO,URUBAMBA,URUBAMBA,URBANA,CARRETERA,NACIONAL,PE-28B,-13.2785691,-72.1948185,NUBLADO,RURAL,TRAMO RECTO,INCLINADA,ASFALTADA,SI,INFORMATIVA (I),INFORMATIVA (I),SI,IMPRUDENCIA DEL PEATÓN,ESTADO DE EBRIEDAD Y/O DROGADICCIÓN,2025,3,2,0,19,NOCHE,SIERRA,LEVE,0,0
ATROPELLO,1,0,1,LIMA,LIMA,VILLA EL SALVADOR,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.225524987545652,-76.94634655099267,DESPEJADO,RESIDENCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,NO,SIN_DATO,SIN_DATO,SI,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2025,3,2,0,19,NOCHE,COSTA,LEVE,0,0
ATROPELLO,1,0,1,LIMA,LIMA,SAN MARTIN DE PORRES,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.003737480153983,-77.08317845336722,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,PREVENTIVA (P),SIN_DATO,NO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2025,3,2,0,19,NOCHE,COSTA,LEVE,0,0
ATROPELLO,1,0,1,AREQUIPA,AREQUIPA,SACHACA,URBANA,JIRÓN,URBANO,NO CORRESPONDE,-16.42775,-71.58049,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,NO,SIN_DATO,SIN_DATO,SI,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),2025,3,3,0,5,MADRUGADA,COSTA,LEVE,0,0
DESPISTE,1,2,1,HUANCAVELICA,TAYACAJA,QUISHUAR,RURAL,CARRETERA,PROVINCIAL,HV-530,-12.2384141,-74.7786875,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,TROCHA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2025,3,3,0,11,MAÑANA,SIERRA,LEVE,0,0
ATROPELLO FUGA,1,0,1,LIMA,LIMA,EL AGUSTINO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.030158901924349,-76.99987511769811,DESPEJADO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2025,3,3,0,20,NOCHE,COSTA,LEVE,0,0
ATROPELLO,1,0,1,LIMA,LIMA,LURIGANCHO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.93337243487841,-76.69345355731348,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2025,3,5,1,5,MADRUGADA,COSTA,LEVE,0,0
ATROPELLO,1,0,1,AREQUIPA,AREQUIPA,CERRO COLORADO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-16.34264,-71.585955,DESPEJADO,RESIDENCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,NO,SIN_DATO,SIN_DATO,SI,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2025,3,5,1,7,MAÑANA,COSTA,LEVE,0,0
CHOQUE,1,0,2,SAN MARTIN,RIOJA,ELIAS SOPLIN VARGAS,URBANA,CARRETERA,NACIONAL,PE-5N,-5.9900494072939,-77.2827631939373,SOLEADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2025,3,5,1,9,MAÑANA,SELVA,LEVE,0,0
DESPISTE,2,2,1,HUANCAVELICA,HUANCAVELICA,HUANDO,RURAL,CARRETERA,NACIONAL,PE-26,-12.517558839041,-74.9650809408018,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2025,3,6,1,2,MADRUGADA,SIERRA,GRAVE_MORTALIDAD,1,0
ATROPELLO FUGA,1,0,1,SAN MARTIN,RIOJA,AWAJUN,RURAL,CARRETERA,NACIONAL,PE-5N,-5.837782,-77.359036,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2025,3,6,1,3,MADRUGADA,SELVA,LEVE,0,0
ATROPELLO FUGA,1,0,1,ICA,CHINCHA,CHINCHA BAJA,RURAL,CARRETERA,NACIONAL,PE-1SE,-13.509641,-76.184887,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2025,3,6,1,6,MAÑANA,COSTA,LEVE,0,0
ATROPELLO FUGA,1,0,1,LIMA,LIMA,ANCON,RURAL,CARRETERA,NACIONAL,PE-1N,-11.778857,-77.159337,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2025,3,6,1,7,MAÑANA,COSTA,LEVE,0,0
DESPISTE,1,0,1,CAJAMARCA,HUALGAYOC,BAMBAMARCA,RURAL,CARRETERA,NACIONAL,PE-1NA,-6.656983,-78.538828,DESPEJADO,RURAL,CURVA,INCLINADA,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,2025,3,6,1,11,MAÑANA,SIERRA,LEVE,0,0
DESPISTE,1,0,1,LIMA,LIMA,SAN BORJA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.08690906442074,-76.99784757723532,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2025,3,0,0,4,MADRUGADA,COSTA,LEVE,0,0
ATROPELLO,1,0,1,CUSCO,CUSCO,SANTIAGO,URBANA,CARRETERA,DEPARTAMENTAL,CU-117,-13.541476,-71.981781,NUBLADO,RESIDENCIAL,TRAMO RECTO,INCLINADA,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN,2025,3,0,0,4,MADRUGADA,SIERRA,LEVE,0,0
ATROPELLO,1,0,1,LIMA,LIMA,JESUS MARIA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.084662529443884,-77.06153435511624,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,PREVENTIVA (P),INFORMATIVA (I),SI,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2025,3,0,0,17,TARDE,COSTA,LEVE,0,0
ATROPELLO FUGA,1,0,1,CUSCO,ESPINAR,PALLPATA,RURAL,CARRETERA,NACIONAL,PE-3SG,-14.88621,-71.233492,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),2025,3,0,0,19,NOCHE,SIERRA,LEVE,0,0
CHOQUE,1,0,1,LIMA,LIMA,VILLA EL SALVADOR,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.20284601323566,-76.93648937004146,DESPEJADO,RESIDENCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2025,4,1,0,5,MADRUGADA,COSTA,LEVE,0,0
DESPISTE,1,2,1,LIMA,LIMA,CARABAYLLO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.869062644700984,-77.01261961768444,DESPEJADO,RESIDENCIAL,TRAMO RECTO,INCLINADA,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2025,4,1,0,8,MAÑANA,COSTA,LEVE,0,0
DESPISTE,1,2,1,LIMA,LIMA,CARABAYLLO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.86906230185771,-77.0126351649385,DESPEJADO,COMERCIAL,TRAMO RECTO,INCLINADA,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2025,4,1,0,8,MAÑANA,COSTA,LEVE,0,0
DESPISTE,1,0,1,ANCASH,HUAYLAS,HUALLANCA,RURAL,CARRETERA,NACIONAL,PE-3N,-8.81673360134559,-77.8587657919675,LLUVIOSO,RURAL,SINUOSA,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2025,4,1,0,9,MAÑANA,SIERRA,LEVE,0,0
CHOQUE,2,1,1,ICA,CHINCHA,GROCIO PRADO,RURAL,CARRETERA,NACIONAL,PE-1S,-13.392128,-76.199498,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2025,4,1,0,14,TARDE,COSTA,GRAVE_MORTALIDAD,1,0
CHOQUE,1,0,1,AREQUIPA,CAYLLOMA,MAJES,URBANA,CARRETERA,DEPARTAMENTAL,AR-108,-16.354655,-72.176846,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,NO,SIN_DATO,SIN_DATO,SI,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2025,4,1,0,15,TARDE,COSTA,LEVE,0,0
DESPISTE,2,0,1,HUANCAVELICA,ANGARAES,LIRCAY,RURAL,CARRETERA,SIN CLASIFICAR,SIN CLASIFICAR,-12.972745205866232,-74.70633713255751,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,TROCHA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2025,4,1,0,19,NOCHE,SIERRA,GRAVE_MORTALIDAD,1,0
CAÍDA DE PASAJERO,1,0,1,LIMA,LIMA,SAN JUAN DE LURIGANCHO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.01569044797082,-77.01217545585838,DESPEJADO,RESIDENCIAL,CURVA,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2025,4,1,0,19,NOCHE,COSTA,LEVE,0,0
ATROPELLO FUGA,1,0,1,LIMA,LIMA,SAN JUAN DE MIRAFLORES,URBANA,CARRETERA,NACIONAL,PE-1S,-12.173214,-76.978563,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2025,4,2,0,3,MADRUGADA,COSTA,LEVE,0,0
ATROPELLO,1,1,1,APURIMAC,ANDAHUAYLAS,JOSE MARIA ARGUEDAS,RURAL,CARRETERA,PROVINCIAL,AP-694,-13.7466231244208,-73.3465473357564,SOLEADO,RURAL,TRAMO RECTO,PLANA ,TROCHA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL CONDUCTOR,GIRAR IMPRUDENTEMENTE,2025,4,3,0,11,MAÑANA,SIERRA,LEVE,0,0
VOLCADURA,1,1,1,AREQUIPA,AREQUIPA,YURA,URBANA,CARRETERA,NACIONAL,PE-34A,-16.071877,-71.581666,NUBLADO,RURAL,CURVA,INCLINADA,ASFALTADA,SI,PREVENTIVA (P),INFORMATIVA (I),SI,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2025,4,4,0,8,MAÑANA,COSTA,LEVE,0,0
DESPISTE,1,1,1,HUANCAVELICA,TAYACAJA,PAZOS,RURAL,CARRETERA,PROVINCIAL,HV-568,-12.2376523522364,-74.9687394893111,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,TROCHA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2025,4,4,0,9,MAÑANA,SIERRA,LEVE,0,0
CHOQUE,1,0,2,AYACUCHO,HUAMANGA,OCROS,RURAL,CARRETERA,NACIONAL,PE-3S,-13.4198097257978,-73.8956944727291,DESPEJADO,RURAL,CURVA,PLANA ,ASFALTADA,SI,PREVENTIVA (P),SIN_DATO,NO,IMPRUDENCIA DEL CONDUCTOR,INVASIÓN DE CARRIL,2025,4,4,0,18,NOCHE,SIERRA,LEVE,0,0
CHOQUE,1,3,1,AREQUIPA,CAYLLOMA,MAJES,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-16.380383,-72.198597,DESPEJADO,RESIDENCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,SI,REGULADORA (R),SIN_DATO,SI,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2025,4,5,1,8,MAÑANA,COSTA,GRAVE_LESIONADOS,0,1
DESPISTE,1,6,1,CAJAMARCA,CELENDIN,LA LIBERTAD DE PALLAN,RURAL,CARRETERA,PROVINCIAL,CA-972,-6.665888,-78.332336,DESPEJADO,RURAL,CURVA,INCLINADA,CASCAJO/RIPIO,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2025,4,5,1,10,MAÑANA,SIERRA,GRAVE_LESIONADOS,0,1
DESPISTE,1,0,1,LIMA,HUARAL,CHANCAY,RURAL,CARRETERA,NACIONAL,PE-1N,-11.5552925,-77.2709639,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2025,4,6,1,4,MADRUGADA,COSTA,LEVE,0,0
CHOQUE,1,0,2,SAN MARTIN,MOYOBAMBA,JEPELACIO,RURAL,CARRETERA,NACIONAL,PE-5N,-6.100706,-76.858954,SOLEADO,RURAL,CURVA,INCLINADA,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPERICIA DEL CONDUCTOR,SIN_DATO,2025,4,6,1,11,MAÑANA,SELVA,LEVE,0,0
CHOQUE,1,0,3,LIMA,HUARAL,CHANCAY,RURAL,CARRETERA,NACIONAL,PE-1NB,-11.5519824,-77.2641056,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2025,4,0,0,8,MAÑANA,COSTA,LEVE,0,0
ATROPELLO,1,0,1,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,URBANA,CARRETERA,NACIONAL,PE-3S,-13.1906963669891,-74.2009152255625,DESPEJADO,RESIDENCIAL,CURVA,INCLINADA,ASFALTADA,SI,PREVENTIVA (P),SIN_DATO,NO,IMPRUDENCIA DEL CONDUCTOR,NO DAR PASO PREFERENTE AL PEATÓN,2025,4,1,0,17,TARDE,SIERRA,LEVE,0,0
FERROVIARIO,1,0,0,CUSCO,URUBAMBA,OLLANTAYTAMBO,RURAL,OTRO,URBANO,NO CORRESPONDE,-13.271591967212144,-72.22043566499373,DESPEJADO,RURAL,TRAMO RECTO,INCLINADA,CASCAJO/RIPIO,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),2025,4,1,0,20,NOCHE,SIERRA,LEVE,0,0
